K,K_over_M,M,aggregate_median_ratio,aggregate_median_ratio_ci95,algorithm,classification,dominant_phase,dominant_phase_median_ns,dominant_phase_share,elapsed_ns,excluded_target_sizes,explicit_algorithm,family,fit_target_sizes,fixed_process_cost_masked_kernel_difference,geometric_mean_ratio,independent_variable,median_ratio_ci95,ols_slope,ols_slope_ci95,p15_fresh_process_ratio,phase_medians_ns,q,r_squared,ratios,record_type,scope,scope_a_ratio,scope_b_ratio,sizes,stable_crossover_target_size,state,status,target_size,theil_sen_slope,valid_size_levels,warmup_converged,warmup_count
,,,,,compact-mrd,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":11500.0,""chord_generation_ns"":6625.0,""chord_selection_ns"":42.0,""compressed_network_construction_ns"":791.0,""embedding_ns"":459.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":2456666.0,""matching_ns"":null,""max_flow_ns"":4042.0,""rectangle_completion_recovery_ns"":1073041.0,""verification_ns"":107834.0,""vertex_cover_recovery_ns"":125.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":64,""boundary_size_b"":260,""component_count"":1,""compressed_network_arc_count"":128,""compressed_network_node_count"":67,""compressed_size_m"":195,""explicit_conflict_edge_count_k"":1024,""foreground_cells_n"":14756,""height"":126,""horizontal_chord_count_h"":32,""optimum_rectangle_count"":97,""q"":64,""reflex_count"":128,""vertical_chord_count_v"":32,""width"":126}",,,,256,,,,
,,,,,explicit-c0-flow,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":6625.0,""chord_selection_ns"":42.0,""compressed_network_construction_ns"":null,""embedding_ns"":459.0,""explicit_conflict_construction_ns"":14334.0,""explicit_network_construction_ns"":30625.0,""geometry_preprocessing_ns"":2456083.0,""matching_ns"":null,""max_flow_ns"":53583.0,""rectangle_completion_recovery_ns"":1073000.0,""verification_ns"":108458.0,""vertex_cover_recovery_ns"":1292.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":64,""boundary_size_b"":260,""component_count"":1,""compressed_network_arc_count"":128,""compressed_network_node_count"":67,""compressed_size_m"":195,""explicit_conflict_edge_count_k"":1024,""foreground_cells_n"":14756,""height"":126,""horizontal_chord_count_h"":32,""optimum_rectangle_count"":97,""q"":64,""reflex_count"":128,""vertical_chord_count_v"":32,""width"":126}",,,,256,,,,
,,,,,explicit-hopcroft-karp,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":6625.0,""chord_selection_ns"":42.0,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":14458.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":2470896.0,""matching_ns"":1395.5,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":1074187.0,""verification_ns"":107625.0,""vertex_cover_recovery_ns"":125.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":64,""boundary_size_b"":260,""component_count"":1,""compressed_network_arc_count"":128,""compressed_network_node_count"":67,""compressed_size_m"":195,""explicit_conflict_edge_count_k"":1024,""foreground_cells_n"":14756,""height"":126,""horizontal_chord_count_h"":32,""optimum_rectangle_count"":97,""q"":64,""reflex_count"":128,""vertical_chord_count_v"":32,""width"":126}",,,,256,,,,
,,,,,compact-mrd,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":13708.0,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":709.0,""embedding_ns"":500.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":4750.0,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":125.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":92,""boundary_size_b"":372,""component_count"":1,""compressed_network_arc_count"":184,""compressed_network_node_count"":95,""compressed_size_m"":279,""explicit_conflict_edge_count_k"":2116,""foreground_cells_n"":28371,""height"":175,""horizontal_chord_count_h"":46,""optimum_rectangle_count"":139,""q"":92,""reflex_count"":184,""vertical_chord_count_v"":46,""width"":175}",,,,512,,,,
,,,,,explicit-c0-flow,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":542.0,""explicit_conflict_construction_ns"":33333.0,""explicit_network_construction_ns"":57125.0,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":97791.0,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":2541.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":92,""boundary_size_b"":372,""component_count"":1,""compressed_network_arc_count"":184,""compressed_network_node_count"":95,""compressed_size_m"":279,""explicit_conflict_edge_count_k"":2116,""foreground_cells_n"":28371,""height"":175,""horizontal_chord_count_h"":46,""optimum_rectangle_count"":139,""q"":92,""reflex_count"":184,""vertical_chord_count_v"":46,""width"":175}",,,,512,,,,
,,,,,explicit-hopcroft-karp,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":33208.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":1833.0,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":83.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":92,""boundary_size_b"":372,""component_count"":1,""compressed_network_arc_count"":184,""compressed_network_node_count"":95,""compressed_size_m"":279,""explicit_conflict_edge_count_k"":2116,""foreground_cells_n"":28371,""height"":175,""horizontal_chord_count_h"":46,""optimum_rectangle_count"":139,""q"":92,""reflex_count"":184,""vertical_chord_count_v"":46,""width"":175}",,,,512,,,,
,,,,,compact-mrd,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":17875.0,""chord_generation_ns"":11250.0,""chord_selection_ns"":83.0,""compressed_network_construction_ns"":1167.0,""embedding_ns"":708.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":4764458.0,""matching_ns"":null,""max_flow_ns"":5709.0,""rectangle_completion_recovery_ns"":2056458.5,""verification_ns"":200042.0,""vertex_cover_recovery_ns"":208.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":92,""boundary_size_b"":372,""component_count"":1,""compressed_network_arc_count"":184,""compressed_network_node_count"":95,""compressed_size_m"":279,""explicit_conflict_edge_count_k"":2116,""foreground_cells_n"":28371,""height"":175,""horizontal_chord_count_h"":46,""optimum_rectangle_count"":139,""q"":92,""reflex_count"":184,""vertical_chord_count_v"":46,""width"":175}",,,,512,,,,
,,,,,explicit-c0-flow,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":11000.0,""chord_selection_ns"":83.0,""compressed_network_construction_ns"":null,""embedding_ns"":708.0,""explicit_conflict_construction_ns"":34583.0,""explicit_network_construction_ns"":59458.0,""geometry_preprocessing_ns"":4741833.0,""matching_ns"":null,""max_flow_ns"":98917.0,""rectangle_completion_recovery_ns"":2063000.0,""verification_ns"":201000.0,""vertex_cover_recovery_ns"":2625.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":92,""boundary_size_b"":372,""component_count"":1,""compressed_network_arc_count"":184,""compressed_network_node_count"":95,""compressed_size_m"":279,""explicit_conflict_edge_count_k"":2116,""foreground_cells_n"":28371,""height"":175,""horizontal_chord_count_h"":46,""optimum_rectangle_count"":139,""q"":92,""reflex_count"":184,""vertical_chord_count_v"":46,""width"":175}",,,,512,,,,
,,,,,explicit-hopcroft-karp,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":11229.0,""chord_selection_ns"":83.0,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":34375.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":4748938.0,""matching_ns"":2625.0,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":2061000.0,""verification_ns"":199750.0,""vertex_cover_recovery_ns"":208.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":92,""boundary_size_b"":372,""component_count"":1,""compressed_network_arc_count"":184,""compressed_network_node_count"":95,""compressed_size_m"":279,""explicit_conflict_edge_count_k"":2116,""foreground_cells_n"":28371,""height"":175,""horizontal_chord_count_h"":46,""optimum_rectangle_count"":139,""q"":92,""reflex_count"":184,""vertical_chord_count_v"":46,""width"":175}",,,,512,,,,
,,,,,compact-mrd,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":18750.0,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":875.0,""embedding_ns"":542.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":6250.0,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":125.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":128,""boundary_size_b"":516,""component_count"":1,""compressed_network_arc_count"":256,""compressed_network_node_count"":131,""compressed_size_m"":387,""explicit_conflict_edge_count_k"":4096,""foreground_cells_n"":52356,""height"":238,""horizontal_chord_count_h"":64,""optimum_rectangle_count"":193,""q"":128,""reflex_count"":256,""vertical_chord_count_v"":64,""width"":238}",,,,1024,,,,
,,,,,explicit-c0-flow,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":625.0,""explicit_conflict_construction_ns"":75666.0,""explicit_network_construction_ns"":104520.5,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":184333.5,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":4791.5}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":128,""boundary_size_b"":516,""component_count"":1,""compressed_network_arc_count"":256,""compressed_network_node_count"":131,""compressed_size_m"":387,""explicit_conflict_edge_count_k"":4096,""foreground_cells_n"":52356,""height"":238,""horizontal_chord_count_h"":64,""optimum_rectangle_count"":193,""q"":128,""reflex_count"":256,""vertical_chord_count_v"":64,""width"":238}",,,,1024,,,,
,,,,,explicit-hopcroft-karp,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":73875.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":3334.0,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":83.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":128,""boundary_size_b"":516,""component_count"":1,""compressed_network_arc_count"":256,""compressed_network_node_count"":131,""compressed_size_m"":387,""explicit_conflict_edge_count_k"":4096,""foreground_cells_n"":52356,""height"":238,""horizontal_chord_count_h"":64,""optimum_rectangle_count"":193,""q"":128,""reflex_count"":256,""vertical_chord_count_v"":64,""width"":238}",,,,1024,,,,
,,,,,compact-mrd,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":24979.5,""chord_generation_ns"":15896.0,""chord_selection_ns"":41.0,""compressed_network_construction_ns"":1708.0,""embedding_ns"":917.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":8956500.0,""matching_ns"":null,""max_flow_ns"":7500.0,""rectangle_completion_recovery_ns"":3812083.5,""verification_ns"":362291.5,""vertex_cover_recovery_ns"":209.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":128,""boundary_size_b"":516,""component_count"":1,""compressed_network_arc_count"":256,""compressed_network_node_count"":131,""compressed_size_m"":387,""explicit_conflict_edge_count_k"":4096,""foreground_cells_n"":52356,""height"":238,""horizontal_chord_count_h"":64,""optimum_rectangle_count"":193,""q"":128,""reflex_count"":256,""vertical_chord_count_v"":64,""width"":238}",,,,1024,,,,
,,,,,explicit-c0-flow,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":15687.5,""chord_selection_ns"":42.0,""compressed_network_construction_ns"":null,""embedding_ns"":917.0,""explicit_conflict_construction_ns"":77792.0,""explicit_network_construction_ns"":108875.0,""geometry_preprocessing_ns"":8970062.5,""matching_ns"":null,""max_flow_ns"":190292.0,""rectangle_completion_recovery_ns"":3805979.0,""verification_ns"":366374.5,""vertex_cover_recovery_ns"":4917.0}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":128,""boundary_size_b"":516,""component_count"":1,""compressed_network_arc_count"":256,""compressed_network_node_count"":131,""compressed_size_m"":387,""explicit_conflict_edge_count_k"":4096,""foreground_cells_n"":52356,""height"":238,""horizontal_chord_count_h"":64,""optimum_rectangle_count"":193,""q"":128,""reflex_count"":256,""vertical_chord_count_v"":64,""width"":238}",,,,1024,,,,
,,,,,explicit-hopcroft-karp,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":15750.0,""chord_selection_ns"":42.0,""compressed_network_construction_ns"":null,""embedding_ns"":null,""explicit_conflict_construction_ns"":77000.0,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":9037812.5,""matching_ns"":4416.5,""max_flow_ns"":null,""rectangle_completion_recovery_ns"":3794271.0,""verification_ns"":362978.5,""vertex_cover_recovery_ns"":708.5}",,,,phase_decomposition,solve-from-canonical-instance,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":128,""boundary_size_b"":516,""component_count"":1,""compressed_network_arc_count"":256,""compressed_network_node_count"":131,""compressed_size_m"":387,""explicit_conflict_edge_count_k"":4096,""foreground_cells_n"":52356,""height"":238,""horizontal_chord_count_h"":64,""optimum_rectangle_count"":193,""q"":128,""reflex_count"":256,""vertical_chord_count_v"":64,""width"":238}",,,,1024,,,,
,,,,,compact-mrd,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":25959.0,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":1333.0,""embedding_ns"":792.0,""explicit_conflict_construction_ns"":null,""explicit_network_construction_ns"":null,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":8917.0,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":167.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":184,""boundary_size_b"":740,""component_count"":1,""compressed_network_arc_count"":368,""compressed_network_node_count"":187,""compressed_size_m"":555,""explicit_conflict_edge_count_k"":8464,""foreground_cells_n"":104156,""height"":336,""horizontal_chord_count_h"":92,""optimum_rectangle_count"":277,""q"":184,""reflex_count"":368,""vertical_chord_count_v"":92,""width"":336}",,,,2048,,,,
,,,,,explicit-c0-flow,,,,,,,,representation-crossover,,,,,,,,,"{""biclique_construction_ns"":null,""chord_generation_ns"":null,""chord_selection_ns"":null,""compressed_network_construction_ns"":null,""embedding_ns"":1000.0,""explicit_conflict_construction_ns"":200291.0,""explicit_network_construction_ns"":219916.0,""geometry_preprocessing_ns"":null,""matching_ns"":null,""max_flow_ns"":359208.0,""rectangle_completion_recovery_ns"":null,""verification_ns"":null,""vertex_cover_recovery_ns"":9792.0}",,,,phase_decomposition,representation-and-solver-kernel,,,"{""biclique_count"":1,""biclique_total_vertex_occurrences_sigma"":184,""boundary_size_b"":740,""component_count"":1,""compressed_network_arc_count"":368,""compressed_network_node_count"":187,""compressed_size_m"":555,""explicit_conflict_edge_count_k"":8464,""foreground_cells_n"":104156,""height"":336,""horizontal_chord_count_h"":92,""optimum_rectangle_count"":277,""q"":184,""reflex_count"":368,""vertical_chord_count_v"":92,""width"":336}",,,,2048,,,,
