algorithm,alpha_ols,alpha_ols_ci95,alpha_theil_sen,bootstrap_ci95,bootstrap_resamples,bootstrap_seed,censored_target_sizes,claim_status,comparison,distribution_ns,excluded_sizes,failure_count,family,fit_independent_range,fit_target_size_range,geometric_mean_ratio,independent_variable,independent_variable_definition,invalid_count,median_ratio,median_ratio_by_target_size,observed_count,paired_count,planned_count,r_squared,ratio_distribution,record_type,residuals_log_time,sample_count,size_level_count,size_levels,stable_crossover_target_size,success_count,timeout_count,unsupported_count
compact-mrd,,,,,,,,,,"{""count"":30,""mad"":2027292,""max"":67821375,""median"":42939458.5,""min"":40449000,""q1"":41270146.25,""q3"":47125947.75}",,0,polyomino,,,,,,0,,,30,,30,,,distribution,,30,,"[{""B"":44.0,""K"":null,""M"":null,""N"":241.0,""process_wall_time_ns"":{""count"":5,""mad"":311708,""max"":41754167,""median"":40814083,""min"":40449000,""q1"":40502375,""q3"":40841375},""q"":null,""target_size"":8.0},{""B"":60.0,""K"":null,""M"":null,""N"":449.0,""process_wall_time_ns"":{""count"":5,""mad"":293249,""max"":41945583,""median"":41196834,""min"":40858833,""q1"":40965500,""q3"":41490083},""q"":null,""target_size"":12.0},{""B"":84.0,""K"":null,""M"":null,""N"":881.0,""process_wall_time_ns"":{""count"":5,""mad"":565251,""max"":42821834,""median"":41796791,""min"":41044375,""q1"":41765834,""q3"":42362042},""q"":null,""target_size"":18.0},{""B"":120.0,""K"":null,""M"":null,""N"":1799.0,""process_wall_time_ns"":{""count"":5,""mad"":371167,""max"":44696958,""median"":43428250,""min"":43057083,""q1"":43088375,""q3"":43846458},""q"":null,""target_size"":27.0},{""B"":172.0,""K"":null,""M"":null,""N"":3697.0,""process_wall_time_ns"":{""count"":5,""mad"":202000,""max"":47381125,""median"":47179125,""min"":46750083,""q1"":46966416,""q3"":47313042},""q"":null,""target_size"":40.0},{""B"":252.0,""K"":null,""M"":null,""N"":7937.0,""process_wall_time_ns"":{""count"":5,""mad"":1163250,""max"":67821375,""median"":54412625,""min"":53249375,""q1"":54026583,""q3"":64428458},""q"":null,""target_size"":60.0}]",,30,0,0
explicit-hopcroft-karp,,,,,,,,,,"{""count"":30,""mad"":1619145.5,""max"":55812583,""median"":42760354,""min"":40204958,""q1"":41534822.5,""q3"":46938614}",,0,polyomino,,,,,,0,,,30,,30,,,distribution,,30,,"[{""B"":44.0,""K"":null,""M"":null,""N"":241.0,""process_wall_time_ns"":{""count"":5,""mad"":643125,""max"":41837000,""median"":41133417,""min"":40204958,""q1"":40490292,""q3"":41516083},""q"":null,""target_size"":8.0},{""B"":60.0,""K"":null,""M"":null,""N"":449.0,""process_wall_time_ns"":{""count"":5,""mad"":221042,""max"":41914541,""median"":41149000,""min"":40880791,""q1"":41000167,""q3"":41370042},""q"":null,""target_size"":12.0},{""B"":84.0,""K"":null,""M"":null,""N"":881.0,""process_wall_time_ns"":{""count"":5,""mad"":206417,""max"":42518667,""median"":42312250,""min"":41591041,""q1"":41729459,""q3"":42462750},""q"":null,""target_size"":18.0},{""B"":120.0,""K"":null,""M"":null,""N"":1799.0,""process_wall_time_ns"":{""count"":5,""mad"":285166,""max"":43977417,""median"":43586416,""min"":43002041,""q1"":43301250,""q3"":43788959},""q"":null,""target_size"":27.0},{""B"":172.0,""K"":null,""M"":null,""N"":3697.0,""process_wall_time_ns"":{""count"":5,""mad"":416208,""max"":47883250,""median"":47042666,""min"":46416375,""q1"":46626458,""q3"":47217250},""q"":null,""target_size"":40.0},{""B"":252.0,""K"":null,""M"":null,""N"":7937.0,""process_wall_time_ns"":{""count"":5,""mad"":276666,""max"":55812583,""median"":54299541,""min"":54022875,""q1"":54059833,""q3"":54695625},""q"":null,""target_size"":60.0}]",,30,0,0
explicit-c0-flow,,,,,,,,,,"{""count"":30,""mad"":2102687.5,""max"":59607167,""median"":43280917,""min"":40461750,""q1"":41468749.75,""q3"":47159240}",,0,polyomino,,,,,,0,,,30,,30,,,distribution,,30,,"[{""B"":44.0,""K"":null,""M"":null,""N"":241.0,""process_wall_time_ns"":{""count"":5,""mad"":359375,""max"":41558042,""median"":40860750,""min"":40461750,""q1"":40749792,""q3"":41220125},""q"":null,""target_size"":8.0},{""B"":60.0,""K"":null,""M"":null,""N"":449.0,""process_wall_time_ns"":{""count"":5,""mad"":175582,""max"":59607167,""median"":41311916,""min"":41136334,""q1"":41265042,""q3"":41669125},""q"":null,""target_size"":12.0},{""B"":84.0,""K"":null,""M"":null,""N"":881.0,""process_wall_time_ns"":{""count"":5,""mad"":205292,""max"":42975833,""median"":41658125,""min"":41452833,""q1"":41516500,""q3"":42098125},""q"":null,""target_size"":18.0},{""B"":120.0,""K"":null,""M"":null,""N"":1799.0,""process_wall_time_ns"":{""count"":5,""mad"":170375,""max"":44405083,""median"":43559375,""min"":43043875,""q1"":43517959,""q3"":43729750},""q"":null,""target_size"":27.0},{""B"":172.0,""K"":null,""M"":null,""N"":3697.0,""process_wall_time_ns"":{""count"":5,""mad"":272208,""max"":47397541,""median"":46955084,""min"":46176916,""q1"":46927334,""q3"":47227292},""q"":null,""target_size"":40.0},{""B"":252.0,""K"":null,""M"":null,""N"":7937.0,""process_wall_time_ns"":{""count"":5,""mad"":495916,""max"":55185875,""median"":54689959,""min"":53852750,""q1"":54148208,""q3"":54978083},""q"":null,""target_size"":60.0}]",,30,0,0
exact-cover-oracle,,,,,,,,,,,,0,polyomino,,,,,,0,,,30,,30,,,distribution,,0,,[],,0,0,30
compact-mrd,,,,,,,,,,"{""count"":30,""mad"":9955833,""max"":130244542,""median"":54825270.5,""min"":43132333,""q1"":45473229.25,""q3"":79417104.25}",,0,representation-crossover,,,,,,0,,,30,,30,,,distribution,,30,,"[{""B"":132.0,""K"":256.0,""M"":99.0,""N"":4596.0,""process_wall_time_ns"":{""count"":5,""mad"":172167,""max"":44521708,""median"":43717208,""min"":43132333,""q1"":43682000,""q3"":43889375},""q"":32.0,""target_size"":8.0},{""B"":196.0,""K"":576.0,""M"":147.0,""N"":8956.0,""process_wall_time_ns"":{""count"":5,""mad"":184833,""max"":45853917,""median"":45402000,""min"":45217167,""q1"":45261333,""q3"":45686917},""q"":48.0,""target_size"":12.0},{""B"":292.0,""K"":1296.0,""M"":219.0,""N"":18196.0,""process_wall_time_ns"":{""count"":5,""mad"":409959,""max"":50955458,""median"":49879959,""min"":49374542,""q1"":49470000,""q3"":50279792},""q"":72.0,""target_size"":18.0},{""B"":436.0,""K"":2916.0,""M"":327.0,""N"":38131.0,""process_wall_time_ns"":{""count"":5,""mad"":170083,""max"":60698791,""median"":59118917,""min"":58695083,""q1"":58978750,""q3"":59289000},""q"":108.0,""target_size"":27.0},{""B"":644.0,""K"":6400.0,""M"":483.0,""N"":79796.0,""process_wall_time_ns"":{""count"":5,""mad"":529083,""max"":80479334,""median"":79549375,""min"":78306125,""q1"":79020292,""q3"":79656750},""q"":160.0,""target_size"":40.0},{""B"":964.0,""K"":14400.0,""M"":723.0,""N"":173596.0,""process_wall_time_ns"":{""count"":5,""mad"":2157500,""max"":130244542,""median"":128087042,""min"":125035708,""q1"":125709291,""q3"":130067875},""q"":240.0,""target_size"":60.0}]",,30,0,0
explicit-hopcroft-karp,,,,,,,,,,"{""count"":30,""mad"":11137166.5,""max"":127099583,""median"":55374666.5,""min"":42832375,""q1"":45103948,""q3"":80034771}",,0,representation-crossover,,,,,,0,,,30,,30,,,distribution,,30,,"[{""B"":132.0,""K"":256.0,""M"":99.0,""N"":4596.0,""process_wall_time_ns"":{""count"":5,""mad"":343458,""max"":44014458,""median"":43175833,""min"":42832375,""q1"":43132291,""q3"":43948125},""q"":32.0,""target_size"":8.0},{""B"":196.0,""K"":576.0,""M"":147.0,""N"":8956.0,""process_wall_time_ns"":{""count"":5,""mad"":361209,""max"":45691083,""median"":45057375,""min"":44460542,""q1"":44696166,""q3"":45243667},""q"":48.0,""target_size"":12.0},{""B"":292.0,""K"":1296.0,""M"":219.0,""N"":18196.0,""process_wall_time_ns"":{""count"":5,""mad"":733125,""max"":52245541,""median"":49854334,""min"":49054542,""q1"":49121209,""q3"":49961375},""q"":72.0,""target_size"":18.0},{""B"":436.0,""K"":2916.0,""M"":327.0,""N"":38131.0,""process_wall_time_ns"":{""count"":5,""mad"":459458,""max"":59711292,""median"":58963250,""min"":58503792,""q1"":58891292,""q3"":59582083},""q"":108.0,""target_size"":27.0},{""B"":644.0,""K"":6400.0,""M"":483.0,""N"":79796.0,""process_wall_time_ns"":{""count"":5,""mad"":260500,""max"":80579583,""median"":80060250,""min"":79279209,""q1"":79958334,""q3"":80320750},""q"":160.0,""target_size"":40.0},{""B"":964.0,""K"":14400.0,""M"":723.0,""N"":173596.0,""process_wall_time_ns"":{""count"":5,""mad"":84959,""max"":127099583,""median"":127009959,""min"":126556417,""q1"":126925000,""q3"":127086833},""q"":240.0,""target_size"":60.0}]",,30,0,0
explicit-c0-flow,,,,,,,,,,"{""count"":30,""mad"":11400896,""max"":143822834,""median"":55961645.5,""min"":43219750,""q1"":46062865,""q3"":81958104.25}",,0,representation-crossover,,,,,,0,,,30,,30,,,distribution,,30,,"[{""B"":132.0,""K"":256.0,""M"":834.0,""N"":4596.0,""process_wall_time_ns"":{""count"":5,""mad"":171541,""max"":43857666,""median"":43502750,""min"":43219750,""q1"":43463958,""q3"":43674291},""q"":32.0,""target_size"":8.0},{""B"":196.0,""K"":576.0,""M"":1826.0,""N"":8956.0,""process_wall_time_ns"":{""count"":5,""mad"":194124,""max"":46239958,""median"":46045834,""min"":45263833,""q1"":45700417,""q3"":46113958},""q"":48.0,""target_size"":12.0},{""B"":292.0,""K"":1296.0,""M"":4034.0,""N"":18196.0,""process_wall_time_ns"":{""count"":5,""mad"":494916,""max"":51408541,""median"":50842459,""min"":49665042,""q1"":50703791,""q3"":51337375},""q"":72.0,""target_size"":18.0},{""B"":436.0,""K"":2916.0,""M"":8966.0,""N"":38131.0,""process_wall_time_ns"":{""count"":5,""mad"":198417,""max"":63549333,""median"":60779750,""min"":60514750,""q1"":60581333,""q3"":60904125},""q"":108.0,""target_size"":27.0},{""B"":644.0,""K"":6400.0,""M"":19522.0,""N"":79796.0,""process_wall_time_ns"":{""count"":5,""mad"":30583,""max"":82472084,""median"":81965750,""min"":81678500,""q1"":81935167,""q3"":81978583},""q"":160.0,""target_size"":40.0},{""B"":964.0,""K"":14400.0,""M"":43682.0,""N"":173596.0,""process_wall_time_ns"":{""count"":5,""mad"":1883917,""max"":143822834,""median"":133724625,""min"":131840708,""q1"":132844834,""q3"":136182500},""q"":240.0,""target_size"":60.0}]",,30,0,0
exact-cover-oracle,,,,,,,,,,,,0,representation-crossover,,,,,,0,,,30,,30,,,distribution,,0,,[],,0,0,30
,,,,"[0.9920813518539668,1.006377995833803]",10000,20260804,,,compact-mrd / explicit-hopcroft-karp process wall time,,,,random-connected,,,1.000250307179025,,,,0.9976958017416364,"{""8"":0.9921255883364389,""12"":1.0004580412873607,""18"":0.9859889804103039,""27"":1.0064606059079921,""40"":0.9888936840645487,""60"":1.010991225573153}",,30,,,"{""count"":30,""mad"":0.008824089783829925,""max"":1.0290153494033798,""median"":0.9976958017416364,""min"":0.9760625450005717,""q1"":0.9905574480247337,""q3"":1.0072389458412665}",paired,,,,,,,,
,,,,"[0.9987404199119323,1.0108174104415153]",10000,20260804,,,compact-mrd / explicit-hopcroft-karp process wall time,,,,dense-conflict,,,1.0032534741824939,,,,1.0028170342717244,"{""8"":0.9926496465140465,""12"":0.9982555687404778,""18"":1.003349229321087,""27"":1.0048676422135099,""40"":1.0123533935781581,""60"":1.0044462138303074}",,30,,,"{""count"":30,""mad"":0.012600748278160712,""max"":1.0349992706585953,""median"":1.0028170342717244,""min"":0.9652197168281798,""q1"":0.993815094094016,""q3"":1.0155617627250808}",paired,,,,,,,,
,,,,"[0.9963372026147423,1.0133516460995207]",10000,20260804,,,compact-mrd / explicit-hopcroft-karp process wall time,,,,sparse-conflict,,,1.0072785175193208,,,,1.0080889919226852,"{""8"":1.0222007967097277,""12"":0.9881399724037897,""18"":1.007368335982894,""27"":1.0106088492707703,""40"":1.0133516460995207,""60"":0.9942499841916895}",,30,,,"{""count"":30,""mad"":0.013975406259019107,""max"":1.079009502935228,""median"":1.0080889919226852,""min"":0.9777105357609795,""q1"":0.9926883322293164,""q3"":1.018453501517805}",paired,,,,,,,,
,,,,"[0.9949839172778202,1.0078600747309754]",10000,20260804,,,compact-mrd / explicit-hopcroft-karp process wall time,,,,comb-staircase,,,0.9933716075978739,,,,1.0051999419859996,"{""8"":1.0115298267816044,""12"":1.0072083453917187,""18"":0.9808703544185485,""27"":1.001739506601595,""40"":0.9987159874027953,""60"":0.9875429100916663}",,30,,,"{""count"":30,""mad"":0.012292305519815638,""max"":1.0353330995760046,""median"":1.0051999419859996,""min"":0.7821624394934023,""q1"":0.9880206461039589,""q3"":1.010780051067981}",paired,,,,,40,,,
,,,,"[0.9962765511690923,1.0108950731902144]",10000,20260804,,,compact-mrd / explicit-hopcroft-karp process wall time,,,,supported-holes,,,0.9993040353215868,,,,1.0035951037756394,"{""8"":0.9948254525717387,""12"":1.0113660630229284,""18"":1.0036467145972428,""27"":0.9967597132468039,""40"":1.0109117103810277,""60"":1.006994436554899}",,30,,,"{""count"":30,""mad"":0.008270305225594854,""max"":1.0512131967436584,""median"":1.0035951037756394,""min"":0.8629784591333863,""q1"":0.9951431392001282,""q3"":1.0112905196277862}",paired,,,,,,,,
,,,,"[0.9938871471427999,1.0064647327209073]",10000,20260804,,,compact-mrd / explicit-hopcroft-karp process wall time,,,,polyomino,,,1.0110094784077908,,,,0.9991825703754487,"{""8"":0.9989801999946061,""12"":0.9958132022200993,""18"":0.9963163238395973,""27"":0.9963712088647069,""40"":1.0026513916197537,""60"":0.9993849407562913}",,30,,,"{""count"":30,""mad"":0.012813698316490707,""max"":1.2151628065663973,""median"":0.9991825703754487,""min"":0.9680994096135,""q1"":0.9870303787775704,""q3"":1.0119243790122427}",paired,,,,,,,,
,,,,"[0.9932764371773841,1.0122006119049916]",10000,20260804,,,compact-mrd / explicit-hopcroft-karp process wall time,,,,representation-crossover,,,1.0033773843589278,,,,1.0060801855166472,"{""8"":1.01274472065488,""12"":1.0116565031551028,""18"":1.0051573038440482,""27"":0.9966682850157201,""40"":0.988268364871134,""60"":1.0091553437069136}",,30,,,"{""count"":30,""mad"":0.012803748339263066,""max"":1.0387510701863245,""median"":1.0060801855166472,""min"":0.9547218393240487,""q1"":0.9924017585781046,""q3"":1.0133788978185183}",paired,,,,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[18.0,60.0]","[18,60]",,target_size,predeclared target size,,,,,,,,,fit,[],,4,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[18.0,60.0]","[18,60]",,N,foreground_cells_n,,,,,,,,,fit,[],,4,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[16.0,28.0]","[18,60]",,B,boundary_size_b,,,,,,,,,fit,[],,4,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[4.0,8.0]","[18,60]",,q,q,,,,,,,,,fit,[],,4,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[3.0,9.0]","[18,60]",,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,4,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[19.0,38.0]","[18,60]",,M,M = compressed network node count + compressed network arc count,,,,,,,,,fit,[],,4,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[18.0,60.0]","[18,60]",,target_size,predeclared target size,,,,,,,,,fit,[],,4,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[18.0,60.0]","[18,60]",,N,foreground_cells_n,,,,,,,,,fit,[],,4,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[16.0,28.0]","[18,60]",,B,boundary_size_b,,,,,,,,,fit,[],,4,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[4.0,8.0]","[18,60]",,q,q,,,,,,,,,fit,[],,4,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[3.0,9.0]","[18,60]",,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,4,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[19.0,38.0]","[18,60]",,M,M = compressed network node count + compressed network arc count,,,,,,,,,fit,[],,4,,,,,
explicit-c0-flow,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[18.0,60.0]","[18,60]",,target_size,predeclared target size,,,,,,,,,fit,[],,4,,,,,
explicit-c0-flow,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[18.0,60.0]","[18,60]",,N,foreground_cells_n,,,,,,,,,fit,[],,4,,,,,
explicit-c0-flow,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[16.0,28.0]","[18,60]",,B,boundary_size_b,,,,,,,,,fit,[],,4,,,,,
explicit-c0-flow,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[4.0,8.0]","[18,60]",,q,q,,,,,,,,,fit,[],,4,,,,,
explicit-c0-flow,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[3.0,9.0]","[18,60]",,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,4,,,,,
explicit-c0-flow,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[19.0,45.0]","[18,60]",,M,M = compressed network node count + compressed network arc count,,,,,,,,,fit,[],,4,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":5}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60}]",,random-connected,"[18.0,40.0]","[18,40]",,target_size,predeclared target size,,,,,,,,,fit,[],,3,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":5}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60}]",,random-connected,"[18.0,40.0]","[18,40]",,N,foreground_cells_n,,,,,,,,,fit,[],,3,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":5}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60}]",,random-connected,"[16.0,26.0]","[18,40]",,B,boundary_size_b,,,,,,,,,fit,[],,3,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":5}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60}]",,random-connected,"[null,null]",,,q,q,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":5}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60}]",,random-connected,"[3.0,9.0]","[18,40]",,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,3,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":5}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60}]",,random-connected,"[19.0,38.0]","[18,40]",,M,M = compressed network node count + compressed network arc count,,,,,,,,,fit,[],,3,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[18.0,60.0]","[18,60]",,target_size,predeclared target size,,,,,,,,,fit,[],,4,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[477.0,4089.0]","[18,60]",,N,foreground_cells_n,,,,,,,,,fit,[],,4,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[148.0,484.0]","[18,60]",,B,boundary_size_b,,,,,,,,,fit,[],,4,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[72.0,240.0]","[18,60]",,q,q,,,,,,,,,fit,[],,4,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[396.0,3840.0]","[18,60]",,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,4,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[425.0,1466.0]","[18,60]",,M,M = compressed network node count + compressed network arc count,,,,,,,,,fit,[],,4,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[18.0,60.0]","[18,60]",,target_size,predeclared target size,,,,,,,,,fit,[],,4,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[477.0,4089.0]","[18,60]",,N,foreground_cells_n,,,,,,,,,fit,[],,4,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[148.0,484.0]","[18,60]",,B,boundary_size_b,,,,,,,,,fit,[],,4,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[72.0,240.0]","[18,60]",,q,q,,,,,,,,,fit,[],,4,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[396.0,3840.0]","[18,60]",,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,4,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[425.0,1466.0]","[18,60]",,M,M = compressed network node count + compressed network arc count,,,,,,,,,fit,[],,4,,,,,
explicit-c0-flow,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[18.0,60.0]","[18,60]",,target_size,predeclared target size,,,,,,,,,fit,[],,4,,,,,
