schema_version,campaign,family,algorithm,solver_provenance,seed,target_size,generation_attempts,pair_id,repetition,warmup,measured,execution_order,timeout_seconds,state,outcome,exit_status,correctness,message,invalid_reason,process_wall_time_ns,process_startup_overhead_ns,size_width,size_height,size_foreground_cells_n,size_component_count,size_boundary_size_b,size_reflex_count,size_horizontal_chord_count_h,size_vertical_chord_count_v,size_q,size_explicit_conflict_edge_count_k,size_biclique_count,size_biclique_total_vertex_occurrences_sigma,size_compressed_network_node_count,size_compressed_network_arc_count,size_optimum_rectangle_count,structure_rank_sort_count,structure_rank_map_entry_count,structure_rank_map_owned_bytes,structure_matching_size,structure_vertex_cover_size,structure_c0_network_node_count,structure_c0_network_arc_count,timing_input_loading_ns,timing_instance_generation_ns,timing_geometry_preprocessing_ns,timing_chord_generation_ns,timing_embedding_ns,timing_explicit_conflict_graph_ns,timing_biclique_construction_ns,timing_network_construction_ns,timing_matching_or_flow_ns,timing_vertex_cover_recovery_ns,timing_chord_selection_ns,timing_geometric_completion_ns,timing_rectangle_recovery_ns,timing_verification_ns,timing_total_in_process_solve_ns,paired_width,paired_height,paired_foreground_cells_n,paired_component_count,paired_boundary_size_b,paired_reflex_count,paired_horizontal_chord_count_h,paired_vertical_chord_count_v,paired_q,paired_explicit_conflict_edge_count_k,paired_biclique_count,paired_biclique_total_vertex_occurrences_sigma,paired_compressed_network_node_count,paired_compressed_network_arc_count,paired_optimum_rectangle_count
1,paper-scaling,dense-conflict,exact-cover-oracle,exact-cover-oracle::solve (bitset branch-and-bound; predeclared cell limit),424242,8,1,dense-conflict:424242:8:1,1,False,True,1,8.0,unsupported,unsupported,0,unsupported,foreground cell count 137 exceeds oracle limit 40,,41247584,,13,13,137,1,68,32,,,,,,,,,,,,,,,,,0,8667,,,,,,,,,,,,,,,,,,68,32,,,32,96,24,84,58,116,
1,paper-scaling,dense-conflict,explicit-c0-flow,DominanceEmbedding::explicit_graph + C0 edge bicliques + explicit flow construction/execution/cover recovery + indexed completion,424242,8,1,dense-conflict:424242:8:1,1,False,True,2,8.0,success,success,0,valid,,,41764667,41547125,13,13,137,1,68,32,16,16,32,96,96,192,130,224,17,0,0,0,16,16,130,224,0,10125,59292,9083,3666,6458,52459,6292,22083,708,209,27417,5208,7624,217542,,,,,68,32,,,32,96,24,84,58,116,
1,paper-scaling,dense-conflict,compact-mrd,dominance::biclique::experiment::construct + compressed flow construction/execution/cover recovery + indexed completion,424242,8,1,dense-conflict:424242:8:1,1,False,True,3,8.0,success,success,0,valid,,,41474750,41270709,13,13,137,1,68,32,16,16,32,,24,84,58,116,17,0,0,0,16,16,,,0,9125,53500,8208,3416,,73667,4208,14917,792,167,24583,5500,6042,204041,,,,,68,32,,,32,96,24,84,58,116,
1,paper-scaling,dense-conflict,explicit-hopcroft-karp,sg-oracle::grid::build_conflict_graph + Hopcroft-Karp + Konig cover + indexed completion,424242,8,1,dense-conflict:424242:8:2,2,False,True,0,8.0,success,success,0,valid,,,42433250,42293875,13,13,137,1,68,32,16,16,32,96,0,0,,,17,,,,16,16,,,0,11542,63166,9459,,8000,,,3333,500,166,29375,7084,8375,139375,,,,,68,32,,,32,96,24,84,58,116,
1,paper-scaling,dense-conflict,exact-cover-oracle,exact-cover-oracle::solve (bitset branch-and-bound; predeclared cell limit),424242,8,1,dense-conflict:424242:8:2,2,False,True,1,8.0,unsupported,unsupported,0,unsupported,foreground cell count 137 exceeds oracle limit 40,,42332292,,13,13,137,1,68,32,,,,,,,,,,,,,,,,,0,10542,,,,,,,,,,,,,,,,,,68,32,,,32,96,24,84,58,116,
1,paper-scaling,dense-conflict,explicit-c0-flow,DominanceEmbedding::explicit_graph + C0 edge bicliques + explicit flow construction/execution/cover recovery + indexed completion,424242,8,1,dense-conflict:424242:8:2,2,False,True,2,8.0,success,success,0,valid,,,40287625,40091625,13,13,137,1,68,32,16,16,32,96,96,192,130,224,17,0,0,0,16,16,130,224,0,9041,53875,8833,3458,5667,45916,5834,20708,708,83,24458,4792,7417,196000,,,,,68,32,,,32,96,24,84,58,116,
1,paper-scaling,dense-conflict,compact-mrd,dominance::biclique::experiment::construct + compressed flow construction/execution/cover recovery + indexed completion,424242,8,1,dense-conflict:424242:8:2,2,False,True,3,8.0,success,success,0,valid,,,42221291,41978457,13,13,137,1,68,32,16,16,32,,24,84,58,116,17,0,0,0,16,16,,,0,11042,67625,9625,3875,,87250,5000,17042,750,209,27167,6208,7083,242834,,,,,68,32,,,32,96,24,84,58,116,
1,paper-scaling,dense-conflict,explicit-hopcroft-karp,sg-oracle::grid::build_conflict_graph + Hopcroft-Karp + Konig cover + indexed completion,424242,10,1,dense-conflict:424242:10:0,0,True,False,0,8.0,success,success,0,valid,,,41793000,41624167,15,15,189,1,84,40,20,20,40,140,0,0,,,21,,,,20,20,,,0,10416,72125,11208,,8042,,,3459,541,167,31375,24250,7458,168833,,,,,,,,,,,,,,,
1,paper-scaling,dense-conflict,exact-cover-oracle,exact-cover-oracle::solve (bitset branch-and-bound; predeclared cell limit),424242,10,1,dense-conflict:424242:10:0,0,True,False,1,8.0,unsupported,unsupported,0,unsupported,foreground cell count 189 exceeds oracle limit 40,,41710459,,15,15,189,1,84,40,,,,,,,,,,,,,,,,,0,8958,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,paper-scaling,dense-conflict,explicit-c0-flow,DominanceEmbedding::explicit_graph + C0 edge bicliques + explicit flow construction/execution/cover recovery + indexed completion,424242,10,1,dense-conflict:424242:10:0,0,True,False,2,8.0,success,success,0,valid,,,40713458,40448583,15,15,189,1,84,40,20,20,40,140,140,280,182,320,21,0,0,0,20,20,182,320,0,8917,66625,10583,3666,7042,73666,7042,23625,750,125,34042,6917,8958,264875,,,,,,,,,,,,,,,
