algorithm,alpha_ols,alpha_ols_ci95,alpha_theil_sen,bootstrap_ci95,bootstrap_resamples,bootstrap_seed,censored_target_sizes,claim_status,comparison,distribution_ns,excluded_sizes,failure_count,family,fit_independent_range,fit_target_size_range,geometric_mean_ratio,independent_variable,independent_variable_definition,invalid_count,median_ratio,median_ratio_by_target_size,observed_count,paired_count,planned_count,r_squared,ratio_distribution,record_type,residuals_log_time,sample_count,size_level_count,size_levels,stable_crossover_target_size,success_count,timeout_count,unsupported_count
explicit-c0-flow,0.16269731859080702,"[0.14911968255140878,0.17685493858992327]",0.11975946964437402,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.8357950331955589,,fit,"[0.04910701318894439,0.0021147900089779625,-0.044611101138787745,-0.03217141283378666,-0.05424877844769327,0.07980948922233821]",,6,,,,,
explicit-c0-flow,0.08962419697201893,"[0.08216685020189854,0.09735450873994547]",0.0687263768022994,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[477.0,19593.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.8517684949130298,,fit,"[0.048897716707468675,1.9466868042883334e-05,-0.04013189633408132,-0.02905866549987124,-0.05415539261325364,0.07442877087168398]",,6,,,,,
explicit-c0-flow,0.16579042652469977,"[0.15193503582266346,0.18016712015927586]",0.12704114297089028,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[148.0,1092.0]","[18,135]",,B,boundary_size_b,,,,,,,0.8400052861710816,,fit,"[0.050956307492473485,-0.001711403088719976,-0.042748724597789334,-0.03087951080481588,-0.05375367057073177,0.07813700156958703]",,6,,,,,
explicit-c0-flow,0.1637051469058743,"[0.1500558890158307,0.1779116312144704]",0.1254741276871076,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[72.0,544.0]","[18,135]",,q,q,,,,,,,0.8379267230580818,,fit,"[0.051313886732643255,-0.0020405461956585214,-0.043208986261134896,-0.031177937172856218,-0.05366394200348523,0.07877752490048096]",,6,,,,,
explicit-c0-flow,0.08574333670018683,"[0.07861369531504994,0.09316588625427814]",0.065711329051305,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[396.0,19040.0]","[18,135]",,K,explicit_conflict_edge_count_k,,,,,,,0.8451359591906216,,fit,"[0.05008378367787358,-0.00095203466940319,-0.04161873594112819,-0.030104359644305134,-0.053940312402737334,0.07653165897968606]",,6,,,,,
explicit-c0-flow,0.08809569340870609,"[0.08077700492212568,0.09570768452516087]",0.06755613595318415,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[1334.0,58210.0]","[18,135]",,M,M = compressed network node count + compressed network arc count,,,,,,,0.8489517281591574,,fit,"[0.049434526105763155,-0.0004227196509631881,-0.04078071382090087,-0.02949742026570945,-0.05405164798649764,0.075317975618308]",,6,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,dense-conflict,"[null,null]",,,target_size,predeclared target size,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,dense-conflict,"[null,null]",,,N,foreground_cells_n,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,dense-conflict,"[null,null]",,,B,boundary_size_b,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,dense-conflict,"[null,null]",,,q,q,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,dense-conflict,"[null,null]",,,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,dense-conflict,"[null,null]",,,M,M = compressed network node count + compressed network arc count,,,,,,,,,fit,[],,0,,,,,
compact-mrd,-0.027583925650352496,"[-0.03912059077788312,-0.01599467267459242]",-0.03963265956414776,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.5962807493443554,,fit,"[0.010979064739821354,0.005107906682763286,-0.004866716441195962,-0.025417745980256257,-0.009398441276005087,0.023595932274872666]",,6,,,,,
compact-mrd,-0.027910102330969345,"[-0.039602248124100826,-0.016149890639260697]",-0.04016522278246631,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[149.0,1085.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.5932333695252652,,fit,"[0.01116455955998319,0.005111702048026245,-0.004940699299091023,-0.025502972561266546,-0.009447490772572564,0.023614901024917145]",,6,,,,,
compact-mrd,-0.02810401327396368,"[-0.03987859358309127,-0.016235587127602622]",-0.040483979134222324,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[76.0,544.0]","[18,135]",,B,boundary_size_b,,,,,,,0.5914429239745966,,fit,"[0.011272677837261824,0.005114968014993337,-0.0049833537658514615,-0.02555292771094031,-0.00947674060073922,0.02362537622526517]",,6,,,,,
compact-mrd,-0.026512132580634264,"[-0.03755129655549094,-0.015514647747409304]",-0.037916665412989374,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[16.0,133.0]","[18,135]",,q,q,,,,,,,0.6066015643236857,,fit,"[0.010336161099132823,0.0051127064801193,-0.0046026702610362236,-0.025127182304395035,-0.009239453194126668,0.02352043818028804]",,6,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,sparse-conflict,"[null,null]",,,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,0,,,,,
compact-mrd,-0.027053691611481235,"[-0.038353750905445266,-0.01578563328114312]",-0.038777000994764985,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[34.0,268.0]","[18,135]",,M,M = compressed network node count + compressed network arc count,,,,,,,0.6013287057982466,,fit,"[0.01066754236567391,0.005106723813184999,-0.004740228844635652,-0.02527600421191778,-0.009319275342413391,0.023561242220097256]",,6,,,,,
explicit-hopcroft-karp,-0.02840412282276171,"[-0.03822087490619392,-0.012280202884687928]",-0.022274873454987375,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.7112355273700115,,fit,"[0.018055207575184085,-0.017030621329350737,0.0017220439265202003,-0.012136368537145614,-0.0030155562935441083,0.012405294658350385]",,6,,,,,
explicit-hopcroft-karp,-0.02875402703027288,"[-0.03872581865502713,-0.012396732865293004]",-0.022629733353477486,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[149.0,1085.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.7082916220549584,,fit,"[0.018232371798799107,-0.017035028942721908,0.0016429557637351877,-0.01222141869281046,-0.0030577137598015725,0.012438833832810303]",,6,,,,,
explicit-hopcroft-karp,-0.028962388297174384,"[-0.03902640369659225,-0.012451135980178519]",-0.022842375643471868,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[76.0,544.0]","[18,135]",,B,boundary_size_b,,,,,,,0.7065728357892989,,fit,"[0.018335375553220956,-0.017036718205027057,0.0015972323597424065,-0.012271251905506375,-0.0030827809061086953,0.012458143103696528]",,6,,,,,
explicit-hopcroft-karp,-0.027259805966421174,"[-0.03653656803094492,-0.01193090400682284]",-0.021135160910236893,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[16.0,133.0]","[18,135]",,q,q,,,,,,,0.7213927237707121,,fit,"[0.01743669886209176,-0.017000310950525233,0.002002286842476053,-0.011846010647314387,-0.002877634930978701,0.012284970824261165]",,6,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,sparse-conflict,"[null,null]",,,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,0,,,,,
explicit-hopcroft-karp,-0.02783693249776455,"[-0.03738217554761352,-0.012119287161899922]",-0.02170584572769312,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[34.0,268.0]","[18,135]",,M,M = compressed network node count + compressed network arc count,,,,,,,0.7161659284559194,,fit,"[0.017756387762936754,-0.0170188770827977,0.0018566630704377474,-0.011994813785875635,-0.002947149225192902,0.0123477892605095]",,6,,,,,
explicit-c0-flow,-0.01899116674747412,"[-0.030848158033042878,-0.0037076208625703272]",-0.024558666098098376,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.4447425943594193,,fit,"[0.013660409014899955,0.0012871108582963586,-0.006519114030439255,-0.024009590888898202,-0.005416006947957186,0.020997191994080566]",,6,,,,,
explicit-c0-flow,-0.019190379708684632,"[-0.03126296383636139,-0.003677672441871004]",-0.024888672774376175,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[149.0,1085.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.44130275646826467,,fit,"[0.013813145100861846,0.001304753784314272,-0.006564798987891862,-0.024073167350145752,-0.005464869396462291,0.020984936849323788]",,6,,,,,
explicit-c0-flow,-0.01930877668693442,"[-0.03151323765445038,-0.0036672619721588875]",-0.02508619246887847,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[76.0,544.0]","[18,135]",,B,boundary_size_b,,,,,,,0.43929116181633165,,fit,"[0.013902063384758634,0.0013157877949296903,-0.006591033438791527,-0.0241103540909684,-0.005493792182402757,0.020977328532456596]",,6,,,,,
explicit-c0-flow,-0.01833598464483012,"[-0.029517357519368313,-0.0038077787488941944]",-0.023495337826717082,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[16.0,133.0]","[18,135]",,q,q,,,,,,,0.45655117310356774,,fit,"[0.013129231149033416,0.0012387909750444237,-0.006354304972745695,-0.02379154058597166,-0.005254053735978204,0.02103187717062127]",,6,,,,,
explicit-c0-flow,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,sparse-conflict,"[null,null]",,,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,0,,,,,
explicit-c0-flow,-0.018667156550034335,"[-0.030179592458948697,-0.0037814367340369263]",-0.024028451034800995,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,sparse-conflict,"[34.0,268.0]","[18,135]",,M,M = compressed network node count + compressed network arc count,,,,,,,0.45048672230697484,,fit,"[0.013403378668286337,0.0012611861305451555,-0.006440495439207439,-0.02390347675101978,-0.005336100282491429,0.021015507673883604]",,6,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,sparse-conflict,"[null,null]",,,target_size,predeclared target size,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,sparse-conflict,"[null,null]",,,N,foreground_cells_n,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,sparse-conflict,"[null,null]",,,B,boundary_size_b,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,sparse-conflict,"[null,null]",,,q,q,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,sparse-conflict,"[null,null]",,,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,0,,,,,
