algorithm,alpha_ols,alpha_ols_ci95,alpha_theil_sen,bootstrap_ci95,bootstrap_resamples,bootstrap_seed,censored_target_sizes,claim_status,comparison,distribution_ns,excluded_sizes,failure_count,family,fit_independent_range,fit_target_size_range,geometric_mean_ratio,independent_variable,independent_variable_definition,invalid_count,median_ratio,median_ratio_by_target_size,observed_count,paired_count,planned_count,r_squared,ratio_distribution,record_type,residuals_log_time,sample_count,size_level_count,size_levels,stable_crossover_target_size,success_count,timeout_count,unsupported_count
explicit-c0-flow,,,,,,,,,,"{""count"":184,""mad"":1329333,""max"":93407000,""median"":43265812.5,""min"":38878750,""q1"":42001645.5,""q3"":44623437.5}",,0,sparse-conflict,,,,,,0,,,184,,184,,,distribution,,184,,"[{""B"":36.0,""K"":null,""M"":14.0,""N"":69.0,""process_wall_time_ns"":{""count"":31,""mad"":873917,""max"":45827750,""median"":43911667,""min"":41937417,""q1"":43028521,""q3"":44304375},""q"":6.0,""target_size"":8.0},{""B"":52.0,""K"":null,""M"":22.0,""N"":101.0,""process_wall_time_ns"":{""count"":31,""mad"":1183292,""max"":93407000,""median"":43963000,""min"":41432750,""q1"":42677729,""q3"":44844771},""q"":10.0,""target_size"":12.0},{""B"":76.0,""K"":null,""M"":34.0,""N"":149.0,""process_wall_time_ns"":{""count"":31,""mad"":1124709,""max"":76257375,""median"":43923791,""min"":38934041,""q1"":42660729.5,""q3"":44714562.5},""q"":16.0,""target_size"":18.0},{""B"":112.0,""K"":null,""M"":52.0,""N"":221.0,""process_wall_time_ns"":{""count"":31,""mad"":1619250,""max"":57803083,""median"":43050875,""min"":40091666,""q1"":42002125.5,""q3"":45800020.5},""q"":25.0,""target_size"":27.0},{""B"":164.0,""K"":null,""M"":78.0,""N"":325.0,""process_wall_time_ns"":{""count"":15,""mad"":572167,""max"":48032333,""median"":42398458,""min"":40656792,""q1"":42088250,""q3"":42995583.5},""q"":38.0,""target_size"":40.0},{""B"":244.0,""K"":null,""M"":118.0,""N"":485.0,""process_wall_time_ns"":{""count"":15,""mad"":2313250,""max"":54960792,""median"":41343750,""min"":38878750,""q1"":40510896,""q3"":45301291.5},""q"":58.0,""target_size"":60.0},{""B"":364.0,""K"":null,""M"":178.0,""N"":725.0,""process_wall_time_ns"":{""count"":15,""mad"":708375,""max"":55311167,""median"":41796583,""min"":40820583,""q1"":41158521,""q3"":42560479.5},""q"":88.0,""target_size"":90.0},{""B"":544.0,""K"":null,""M"":268.0,""N"":1085.0,""process_wall_time_ns"":{""count"":15,""mad"":1007209,""max"":53259084,""median"":42586084,""min"":40613750,""q1"":41711833.5,""q3"":44142000},""q"":133.0,""target_size"":135.0}]",,184,0,0
exact-cover-oracle,,,,,,,,,,,,0,sparse-conflict,,,,,,0,,,184,,184,,,distribution,,0,,[],,0,0,184
compact-mrd,,,,,,,,,,"{""count"":184,""mad"":1791041.5,""max"":89930750,""median"":42045666.5,""min"":38289583,""q1"":40724615,""q3"":45378260.25}",,0,comb-staircase,,,,,,0,,,184,,184,,,distribution,,184,,"[{""B"":34.0,""K"":null,""M"":16.0,""N"":81.0,""process_wall_time_ns"":{""count"":31,""mad"":692500,""max"":58043333,""median"":40621583,""min"":39040208,""q1"":40006083.5,""q3"":41585062.5},""q"":7.0,""target_size"":8.0},{""B"":50.0,""K"":null,""M"":24.0,""N"":169.0,""process_wall_time_ns"":{""count"":31,""mad"":623875,""max"":45432417,""median"":41326750,""min"":38289583,""q1"":40715521,""q3"":41897166.5},""q"":11.0,""target_size"":12.0},{""B"":74.0,""K"":null,""M"":36.0,""N"":361.0,""process_wall_time_ns"":{""count"":31,""mad"":723458,""max"":46939750,""median"":41141875,""min"":38407917,""q1"":40649458.5,""q3"":42861103.5},""q"":17.0,""target_size"":18.0},{""B"":56.0,""K"":null,""M"":null,""N"":378.0,""process_wall_time_ns"":{""count"":31,""mad"":1181584,""max"":47695208,""median"":41315834,""min"":39565416,""q1"":40742292,""q3"":43245645.5},""q"":null,""target_size"":27.0},{""B"":162.0,""K"":null,""M"":80.0,""N"":1681.0,""process_wall_time_ns"":{""count"":15,""mad"":1434958,""max"":48028333,""median"":43050625,""min"":40050292,""q1"":41885875,""q3"":44879395.5},""q"":39.0,""target_size"":40.0},{""B"":242.0,""K"":null,""M"":120.0,""N"":3721.0,""process_wall_time_ns"":{""count"":15,""mad"":1162167,""max"":52594334,""median"":47892833,""min"":44860917,""q1"":46923104,""q3"":48980458.5},""q"":59.0,""target_size"":60.0},{""B"":362.0,""K"":null,""M"":180.0,""N"":8281.0,""process_wall_time_ns"":{""count"":15,""mad"":1319458,""max"":89930750,""median"":55960083,""min"":53076875,""q1"":54820083.5,""q3"":60971812.5},""q"":89.0,""target_size"":90.0},{""B"":272.0,""K"":null,""M"":null,""N"":9180.0,""process_wall_time_ns"":{""count"":15,""mad"":497625,""max"":50712959,""median"":45840542,""min"":43672459,""q1"":45420125,""q3"":46362666.5},""q"":null,""target_size"":135.0}]",,184,0,0
explicit-hopcroft-karp,,,,,,,,,,"{""count"":184,""mad"":1733125,""max"":79322541,""median"":42331729,""min"":38451250,""q1"":40964124.75,""q3"":45778062}",,0,comb-staircase,,,,,,0,,,184,,184,,,distribution,,184,,"[{""B"":34.0,""K"":null,""M"":16.0,""N"":81.0,""process_wall_time_ns"":{""count"":31,""mad"":599958,""max"":43144000,""median"":40960125,""min"":39210959,""q1"":40336999.5,""q3"":41548166.5},""q"":7.0,""target_size"":8.0},{""B"":50.0,""K"":null,""M"":24.0,""N"":169.0,""process_wall_time_ns"":{""count"":31,""mad"":911624,""max"":47663958,""median"":41284833,""min"":38451250,""q1"":40382542,""q3"":42278145.5},""q"":11.0,""target_size"":12.0},{""B"":74.0,""K"":null,""M"":36.0,""N"":361.0,""process_wall_time_ns"":{""count"":31,""mad"":716208,""max"":44726292,""median"":41613000,""min"":39642334,""q1"":41057708.5,""q3"":42415604},""q"":17.0,""target_size"":18.0},{""B"":56.0,""K"":null,""M"":null,""N"":378.0,""process_wall_time_ns"":{""count"":31,""mad"":927916,""max"":64541708,""median"":41459375,""min"":38531500,""q1"":40949708.5,""q3"":42728396},""q"":null,""target_size"":27.0},{""B"":162.0,""K"":null,""M"":80.0,""N"":1681.0,""process_wall_time_ns"":{""count"":15,""mad"":1328250,""max"":48549625,""median"":43679792,""min"":40742083,""q1"":42762229,""q3"":45253604},""q"":39.0,""target_size"":40.0},{""B"":242.0,""K"":null,""M"":120.0,""N"":3721.0,""process_wall_time_ns"":{""count"":15,""mad"":1114625,""max"":79322541,""median"":48164333,""min"":44136583,""q1"":46871895.5,""q3"":48823166.5},""q"":59.0,""target_size"":60.0},{""B"":362.0,""K"":null,""M"":180.0,""N"":8281.0,""process_wall_time_ns"":{""count"":15,""mad"":1197459,""max"":74668208,""median"":54064000,""min"":52489417,""q1"":53368187.5,""q3"":55816875},""q"":89.0,""target_size"":90.0},{""B"":272.0,""K"":null,""M"":null,""N"":9180.0,""process_wall_time_ns"":{""count"":15,""mad"":657416,""max"":47970625,""median"":45979792,""min"":43711166,""q1"":45779083,""q3"":46901562.5},""q"":null,""target_size"":135.0}]",,184,0,0
explicit-c0-flow,,,,,,,,,,"{""count"":184,""mad"":1824208.5,""max"":63395583,""median"":42325375,""min"":38185708,""q1"":40884552,""q3"":45683854.5}",,0,comb-staircase,,,,,,0,,,184,,184,,,distribution,,184,,"[{""B"":34.0,""K"":null,""M"":16.0,""N"":81.0,""process_wall_time_ns"":{""count"":31,""mad"":755958,""max"":44900083,""median"":40836458,""min"":38346417,""q1"":40213208.5,""q3"":42481125},""q"":7.0,""target_size"":8.0},{""B"":50.0,""K"":null,""M"":24.0,""N"":169.0,""process_wall_time_ns"":{""count"":31,""mad"":824417,""max"":47595291,""median"":41200625,""min"":38387958,""q1"":40539895.5,""q3"":42685833},""q"":11.0,""target_size"":12.0},{""B"":74.0,""K"":null,""M"":36.0,""N"":361.0,""process_wall_time_ns"":{""count"":31,""mad"":580291,""max"":43835083,""median"":41016000,""min"":38185708,""q1"":40585708.5,""q3"":41869395.5},""q"":17.0,""target_size"":18.0},{""B"":56.0,""K"":null,""M"":null,""N"":378.0,""process_wall_time_ns"":{""count"":31,""mad"":877500,""max"":50977042,""median"":41829667,""min"":40242917,""q1"":40993354.5,""q3"":42754708.5},""q"":null,""target_size"":27.0},{""B"":162.0,""K"":null,""M"":80.0,""N"":1681.0,""process_wall_time_ns"":{""count"":15,""mad"":825792,""max"":47374125,""median"":43998500,""min"":40457833,""q1"":43189979,""q3"":44726146},""q"":39.0,""target_size"":40.0},{""B"":242.0,""K"":null,""M"":120.0,""N"":3721.0,""process_wall_time_ns"":{""count"":15,""mad"":971876,""max"":51296584,""median"":47689917,""min"":45344250,""q1"":46986208,""q3"":48361562.5},""q"":59.0,""target_size"":60.0},{""B"":362.0,""K"":null,""M"":180.0,""N"":8281.0,""process_wall_time_ns"":{""count"":15,""mad"":1776708,""max"":63395583,""median"":54630958,""min"":51578708,""q1"":53648812,""q3"":56643583},""q"":89.0,""target_size"":90.0},{""B"":272.0,""K"":null,""M"":null,""N"":9180.0,""process_wall_time_ns"":{""count"":15,""mad"":609541,""max"":48727500,""median"":46385917,""min"":43969250,""q1"":45836458.5,""q3"":46971979},""q"":null,""target_size"":135.0}]",,184,0,0
exact-cover-oracle,,,,,,,,,,,,0,comb-staircase,,,,,,0,,,184,,184,,,distribution,,0,,[],,0,0,184
compact-mrd,,,,,,,,,,"{""count"":184,""mad"":901479,""max"":87390250,""median"":41397750,""min"":37718250,""q1"":40570666.75,""q3"":42409114.75}",,0,supported-holes,,,,,,0,,,184,,184,,,distribution,,184,,"[{""B"":36.0,""K"":null,""M"":30.0,""N"":139.0,""process_wall_time_ns"":{""count"":31,""mad"":676708,""max"":87390250,""median"":41883000,""min"":37740458,""q1"":41280271,""q3"":42813979},""q"":14.0,""target_size"":8.0},{""B"":52.0,""K"":null,""M"":46.0,""N"":191.0,""process_wall_time_ns"":{""count"":31,""mad"":632334,""max"":43655292,""median"":40932584,""min"":37718250,""q1"":40366125,""q3"":41600541.5},""q"":22.0,""target_size"":12.0},{""B"":76.0,""K"":null,""M"":70.0,""N"":269.0,""process_wall_time_ns"":{""count"":31,""mad"":506333,""max"":85721500,""median"":41068125,""min"":38500459,""q1"":40567708.5,""q3"":41726791.5},""q"":34.0,""target_size"":18.0},{""B"":112.0,""K"":null,""M"":106.0,""N"":386.0,""process_wall_time_ns"":{""count"":31,""mad"":1136084,""max"":43955500,""median"":40521083,""min"":38028667,""q1"":39640687.5,""q3"":41896250},""q"":52.0,""target_size"":27.0},{""B"":164.0,""K"":null,""M"":158.0,""N"":555.0,""process_wall_time_ns"":{""count"":15,""mad"":567376,""max"":43017208,""median"":41473709,""min"":38940541,""q1"":40946770.5,""q3"":42130666.5},""q"":78.0,""target_size"":40.0},{""B"":244.0,""K"":null,""M"":238.0,""N"":815.0,""process_wall_time_ns"":{""count"":15,""mad"":420500,""max"":44754417,""median"":41501416,""min"":41049292,""q1"":41147833,""q3"":42591333},""q"":118.0,""target_size"":60.0},{""B"":364.0,""K"":null,""M"":358.0,""N"":1205.0,""process_wall_time_ns"":{""count"":15,""mad"":717584,""max"":46173083,""median"":41503917,""min"":38560250,""q1"":40841583.5,""q3"":42157500},""q"":178.0,""target_size"":90.0},{""B"":544.0,""K"":null,""M"":538.0,""N"":1790.0,""process_wall_time_ns"":{""count"":15,""mad"":1102209,""max"":47594875,""median"":42524333,""min"":40015666,""q1"":41745333,""q3"":43767958.5},""q"":268.0,""target_size"":135.0}]",,184,0,0
explicit-hopcroft-karp,,,,,,,,,,"{""count"":184,""mad"":1008167,""max"":91205791,""median"":41438041,""min"":37376709,""q1"":40540104,""q3"":42499437.75}",,0,supported-holes,,,,,,0,,,184,,184,,,distribution,,184,,"[{""B"":36.0,""K"":null,""M"":30.0,""N"":139.0,""process_wall_time_ns"":{""count"":31,""mad"":1221958,""max"":47724083,""median"":41758834,""min"":37376709,""q1"":41142271,""q3"":42982792},""q"":14.0,""target_size"":8.0},{""B"":52.0,""K"":null,""M"":46.0,""N"":191.0,""process_wall_time_ns"":{""count"":31,""mad"":943208,""max"":86966583,""median"":41312291,""min"":37582042,""q1"":40455791.5,""q3"":42470958.5},""q"":22.0,""target_size"":12.0},{""B"":76.0,""K"":null,""M"":70.0,""N"":269.0,""process_wall_time_ns"":{""count"":31,""mad"":676125,""max"":47762250,""median"":41219333,""min"":39498125,""q1"":40643750,""q3"":42034625},""q"":34.0,""target_size"":18.0},{""B"":112.0,""K"":null,""M"":106.0,""N"":386.0,""process_wall_time_ns"":{""count"":31,""mad"":869709,""max"":43993167,""median"":40311541,""min"":38250417,""q1"":39667458,""q3"":41633854.5},""q"":52.0,""target_size"":27.0},{""B"":164.0,""K"":null,""M"":158.0,""N"":555.0,""process_wall_time_ns"":{""count"":15,""mad"":678832,""max"":91205791,""median"":41459791,""min"":37763208,""q1"":40842875.5,""q3"":42284020.5},""q"":78.0,""target_size"":40.0},{""B"":244.0,""K"":null,""M"":238.0,""N"":815.0,""process_wall_time_ns"":{""count"":15,""mad"":366251,""max"":43339375,""median"":41439416,""min"":40792792,""q1"":41050916.5,""q3"":41794562.5},""q"":118.0,""target_size"":60.0},{""B"":364.0,""K"":null,""M"":358.0,""N"":1205.0,""process_wall_time_ns"":{""count"":15,""mad"":1333834,""max"":51657875,""median"":42432709,""min"":39053875,""q1"":40991979,""q3"":43139208},""q"":178.0,""target_size"":90.0},{""B"":544.0,""K"":null,""M"":538.0,""N"":1790.0,""process_wall_time_ns"":{""count"":15,""mad"":1132958,""max"":62828291,""median"":42656833,""min"":39187709,""q1"":41641208.5,""q3"":44279333},""q"":268.0,""target_size"":135.0}]",,184,0,0
explicit-c0-flow,,,,,,,,,,"{""count"":184,""mad"":829229,""max"":46955417,""median"":41695583.5,""min"":37413750,""q1"":40983854.25,""q3"":42602145.75}",,0,supported-holes,,,,,,0,,,184,,184,,,distribution,,184,,"[{""B"":36.0,""K"":null,""M"":30.0,""N"":139.0,""process_wall_time_ns"":{""count"":31,""mad"":1014126,""max"":46955417,""median"":41857458,""min"":37413750,""q1"":41058458,""q3"":43003438},""q"":14.0,""target_size"":8.0},{""B"":52.0,""K"":null,""M"":46.0,""N"":191.0,""process_wall_time_ns"":{""count"":31,""mad"":674000,""max"":44420584,""median"":41895750,""min"":38371208,""q1"":40959917,""q3"":42387250},""q"":22.0,""target_size"":12.0},{""B"":76.0,""K"":null,""M"":70.0,""N"":269.0,""process_wall_time_ns"":{""count"":31,""mad"":750083,""max"":43369417,""median"":41210833,""min"":38062292,""q1"":40869437.5,""q3"":42162729.5},""q"":34.0,""target_size"":18.0},{""B"":112.0,""K"":null,""M"":106.0,""N"":386.0,""process_wall_time_ns"":{""count"":31,""mad"":942001,""max"":45736834,""median"":40907542,""min"":38206583,""q1"":40004333.5,""q3"":42060688},""q"":52.0,""target_size"":27.0},{""B"":164.0,""K"":null,""M"":158.0,""N"":555.0,""process_wall_time_ns"":{""count"":15,""mad"":650167,""max"":43079708,""median"":41854625,""min"":40233500,""q1"":41231041.5,""q3"":42507291.5},""q"":78.0,""target_size"":40.0},{""B"":244.0,""K"":null,""M"":238.0,""N"":815.0,""process_wall_time_ns"":{""count"":15,""mad"":430291,""max"":43625167,""median"":41503666,""min"":40785541,""q1"":41206687,""q3"":42006729},""q"":118.0,""target_size"":60.0},{""B"":364.0,""K"":null,""M"":358.0,""N"":1205.0,""process_wall_time_ns"":{""count"":15,""mad"":649166,""max"":46261833,""median"":41669083,""min"":39458916,""q1"":41224354.5,""q3"":42902771},""q"":178.0,""target_size"":90.0},{""B"":544.0,""K"":null,""M"":538.0,""N"":1790.0,""process_wall_time_ns"":{""count"":15,""mad"":662666,""max"":44128167,""median"":42755417,""min"":41191500,""q1"":42478146,""q3"":43478812},""q"":268.0,""target_size"":135.0}]",,184,0,0
exact-cover-oracle,,,,,,,,,,,,0,supported-holes,,,,,,0,,,184,,184,,,distribution,,0,,[],,0,0,184
compact-mrd,,,,,,,,,,"{""count"":184,""mad"":2587666.5,""max"":120372292,""median"":43706104,""min"":38504541,""q1"":41645364.75,""q3"":52226479.5}",,0,polyomino,,,,,,0,,,184,,184,,,distribution,,184,,"[{""B"":44.0,""K"":null,""M"":null,""N"":241.0,""process_wall_time_ns"":{""count"":31,""mad"":414333,""max"":43381666,""median"":41095167,""min"":39824625,""q1"":40868375,""q3"":41836874.5},""q"":null,""target_size"":8.0},{""B"":60.0,""K"":null,""M"":null,""N"":449.0,""process_wall_time_ns"":{""count"":31,""mad"":558750,""max"":43783291,""median"":41387875,""min"":38504541,""q1"":40862812.5,""q3"":42144729.5},""q"":null,""target_size"":12.0},{""B"":84.0,""K"":null,""M"":null,""N"":881.0,""process_wall_time_ns"":{""count"":31,""mad"":851458,""max"":56436583,""median"":42828833,""min"":39605292,""q1"":42125604,""q3"":43800083},""q"":null,""target_size"":18.0},{""B"":120.0,""K"":null,""M"":null,""N"":1799.0,""process_wall_time_ns"":{""count"":31,""mad"":731541,""max"":51125625,""median"":44356833,""min"":41534833,""q1"":43665896,""q3"":45154229},""q"":null,""target_size"":27.0},{""B"":172.0,""K"":null,""M"":null,""N"":3697.0,""process_wall_time_ns"":{""count"":15,""mad"":624916,""max"":52123292,""median"":47987208,""min"":46014958,""q1"":47489687.5,""q3"":48820437.5},""q"":null,""target_size"":40.0},{""B"":252.0,""K"":null,""M"":null,""N"":7937.0,""process_wall_time_ns"":{""count"":15,""mad"":848666,""max"":57504083,""median"":54351541,""min"":52536042,""q1"":53558687.5,""q3"":55223500},""q"":null,""target_size"":60.0},{""B"":372.0,""K"":null,""M"":null,""N"":17297.0,""process_wall_time_ns"":{""count"":15,""mad"":1120083,""max"":75515000,""median"":72683209,""min"":70351042,""q1"":71464958,""q3"":73631583.5},""q"":null,""target_size"":90.0},{""B"":552.0,""K"":null,""M"":null,""N"":38087.0,""process_wall_time_ns"":{""count"":15,""mad"":3049666,""max"":120372292,""median"":114839250,""min"":108137333,""q1"":112587729,""q3"":118407999.5},""q"":null,""target_size"":135.0}]",,184,0,0
explicit-hopcroft-karp,,,,,,,,,,"{""count"":184,""mad"":2423146,""max"":121231250,""median"":43617833.5,""min"":38265625,""q1"":41765072.25,""q3"":49864187.75}",,0,polyomino,,,,,,0,,,184,,184,,,distribution,,184,,"[{""B"":44.0,""K"":null,""M"":null,""N"":241.0,""process_wall_time_ns"":{""count"":31,""mad"":481250,""max"":44444083,""median"":41159708,""min"":38545875,""q1"":40715229,""q3"":42197667},""q"":null,""target_size"":8.0},{""B"":60.0,""K"":null,""M"":null,""N"":449.0,""process_wall_time_ns"":{""count"":31,""mad"":908166,""max"":44673875,""median"":41978875,""min"":38265625,""q1"":41265916.5,""q3"":42897083},""q"":null,""target_size"":12.0},{""B"":84.0,""K"":null,""M"":null,""N"":881.0,""process_wall_time_ns"":{""count"":31,""mad"":889083,""max"":45061250,""median"":42817292,""min"":39343833,""q1"":41737728.5,""q3"":43458896},""q"":null,""target_size"":18.0},{""B"":120.0,""K"":null,""M"":null,""N"":1799.0,""process_wall_time_ns"":{""count"":31,""mad"":943750,""max"":53584166,""median"":44373500,""min"":40653042,""q1"":43318333.5,""q3"":45045416.5},""q"":null,""target_size"":27.0},{""B"":172.0,""K"":null,""M"":null,""N"":3697.0,""process_wall_time_ns"":{""count"":15,""mad"":464041,""max"":48747417,""median"":47306250,""min"":44215250,""q1"":46974104,""q3"":47779583},""q"":null,""target_size"":40.0},{""B"":252.0,""K"":null,""M"":null,""N"":7937.0,""process_wall_time_ns"":{""count"":15,""mad"":725459,""max"":57135500,""median"":53964459,""min"":52788125,""q1"":53583562,""q3"":56012979.5},""q"":null,""target_size"":60.0},{""B"":372.0,""K"":null,""M"":null,""N"":17297.0,""process_wall_time_ns"":{""count"":15,""mad"":1543667,""max"":87168167,""median"":71938083,""min"":70173500,""q1"":70949833,""q3"":73630729},""q"":null,""target_size"":90.0},{""B"":552.0,""K"":null,""M"":null,""N"":38087.0,""process_wall_time_ns"":{""count"":15,""mad"":3181041,""max"":121231250,""median"":114680459,""min"":109105000,""q1"":111034021.5,""q3"":116135854},""q"":null,""target_size"":135.0}]",,184,0,0
explicit-c0-flow,,,,,,,,,,"{""count"":184,""mad"":2280979,""max"":121058167,""median"":43435854,""min"":38745209,""q1"":41865104.25,""q3"":52889343.5}",,0,polyomino,,,,,,0,,,184,,184,,,distribution,,184,,"[{""B"":44.0,""K"":null,""M"":null,""N"":241.0,""process_wall_time_ns"":{""count"":31,""mad"":527167,""max"":84089208,""median"":41197125,""min"":40195291,""q1"":40679520.5,""q3"":41704312.5},""q"":null,""target_size"":8.0},{""B"":60.0,""K"":null,""M"":null,""N"":449.0,""process_wall_time_ns"":{""count"":31,""mad"":809292,""max"":43727125,""median"":42069750,""min"":38745209,""q1"":41241708,""q3"":42637750.5},""q"":null,""target_size"":12.0},{""B"":84.0,""K"":null,""M"":null,""N"":881.0,""process_wall_time_ns"":{""count"":31,""mad"":464875,""max"":44507791,""median"":42197667,""min"":39161250,""q1"":41913146,""q3"":43355041.5},""q"":null,""target_size"":18.0},{""B"":120.0,""K"":null,""M"":null,""N"":1799.0,""process_wall_time_ns"":{""count"":31,""mad"":814749,""max"":52702583,""median"":44103584,""min"":40556042,""q1"":43416208,""q3"":45079749.5},""q"":null,""target_size"":27.0},{""B"":172.0,""K"":null,""M"":null,""N"":3697.0,""process_wall_time_ns"":{""count"":15,""mad"":708874,""max"":49359083,""median"":47575416,""min"":46143834,""q1"":46935146,""q3"":48481521},""q"":null,""target_size"":40.0},{""B"":252.0,""K"":null,""M"":null,""N"":7937.0,""process_wall_time_ns"":{""count"":15,""mad"":859209,""max"":76191916,""median"":54598084,""min"":53449625,""q1"":53731791.5,""q3"":55275541.5},""q"":null,""target_size"":60.0},{""B"":372.0,""K"":null,""M"":null,""N"":17297.0,""process_wall_time_ns"":{""count"":15,""mad"":1323041,""max"":82688584,""median"":73074042,""min"":70083375,""q1"":71607521,""q3"":74118083},""q"":null,""target_size"":90.0},{""B"":552.0,""K"":null,""M"":null,""N"":38087.0,""process_wall_time_ns"":{""count"":15,""mad"":3643375,""max"":121058167,""median"":113829750,""min"":109276958,""q1"":110290958,""q3"":117170374.5},""q"":null,""target_size"":135.0}]",,184,0,0
exact-cover-oracle,,,,,,,,,,,,0,polyomino,,,,,,0,,,184,,184,,,distribution,,0,,[],,0,0,184
compact-mrd,,,,,,,,,,"{""count"":184,""mad"":8134333,""max"":553571959,""median"":52949729.5,""min"":41736709,""q1"":46551208.25,""q3"":83747468.5}",,0,representation-crossover,,,,,,0,,,184,,184,,,distribution,,184,,"[{""B"":132.0,""K"":256.0,""M"":99.0,""N"":4596.0,""process_wall_time_ns"":{""count"":31,""mad"":1084625,""max"":47295541,""median"":44274500,""min"":41736709,""q1"":43384020.5,""q3"":45564583.5},""q"":32.0,""target_size"":8.0},{""B"":196.0,""K"":576.0,""M"":147.0,""N"":8956.0,""process_wall_time_ns"":{""count"":31,""mad"":807833,""max"":49187708,""median"":46014208,""min"":44730750,""q1"":45266771,""q3"":46949375},""q"":48.0,""target_size"":12.0},{""B"":292.0,""K"":1296.0,""M"":219.0,""N"":18196.0,""process_wall_time_ns"":{""count"":31,""mad"":605625,""max"":53347125,""median"":49764500,""min"":48941458,""q1"":49359000,""q3"":51025791.5},""q"":72.0,""target_size"":18.0},{""B"":436.0,""K"":2916.0,""M"":327.0,""N"":38131.0,""process_wall_time_ns"":{""count"":31,""mad"":1486000,""max"":75025958,""median"":60602792,""min"":58390417,""q1"":59186562.5,""q3"":61946292},""q"":108.0,""target_size"":27.0},{""B"":644.0,""K"":6400.0,""M"":483.0,""N"":79796.0,""process_wall_time_ns"":{""count"":15,""mad"":1247459,""max"":84674875,""median"":80710083,""min"":78768334,""q1"":79840729.5,""q3"":82062167},""q"":160.0,""target_size"":40.0},{""B"":964.0,""K"":14400.0,""M"":723.0,""N"":173596.0,""process_wall_time_ns"":{""count"":15,""mad"":1894208,""max"":138007833,""median"":127911708,""min"":124919833,""q1"":125915187.5,""q3"":129676062},""q"":240.0,""target_size"":60.0},{""B"":1444.0,""K"":32400.0,""M"":1083.0,""N"":381796.0,""process_wall_time_ns"":{""count"":15,""mad"":2283958,""max"":244931125,""median"":237024666,""min"":233024334,""q1"":236096208,""q3"":240144729},""q"":360.0,""target_size"":90.0},{""B"":2164.0,""K"":72900.0,""M"":1623.0,""N"":845971.0,""process_wall_time_ns"":{""count"":15,""mad"":20298334,""max"":553571959,""median"":497648042,""min"":472034750,""q1"":473416042,""q3"":507612541.5},""q"":540.0,""target_size"":135.0}]",,184,0,0
explicit-hopcroft-karp,,,,,,,,,,"{""count"":184,""mad"":8497937.5,""max"":555664334,""median"":53455396,""min"":41166042,""q1"":46492208.75,""q3"":84460729.25}",,0,representation-crossover,,,,,,0,,,184,,184,,,distribution,,184,,"[{""B"":132.0,""K"":256.0,""M"":99.0,""N"":4596.0,""process_wall_time_ns"":{""count"":31,""mad"":1009709,""max"":51662250,""median"":44145209,""min"":41166042,""q1"":43235854,""q3"":45520146},""q"":32.0,""target_size"":8.0},{""B"":196.0,""K"":576.0,""M"":147.0,""N"":8956.0,""process_wall_time_ns"":{""count"":31,""mad"":691542,""max"":49344459,""median"":46258458,""min"":44428125,""q1"":45616604,""q3"":47144396},""q"":48.0,""target_size"":12.0},{""B"":292.0,""K"":1296.0,""M"":219.0,""N"":18196.0,""process_wall_time_ns"":{""count"":31,""mad"":861209,""max"":54160208,""median"":50423667,""min"":48530166,""q1"":49647437.5,""q3"":51526083},""q"":72.0,""target_size"":18.0},{""B"":436.0,""K"":2916.0,""M"":327.0,""N"":38131.0,""process_wall_time_ns"":{""count"":31,""mad"":957292,""max"":83681417,""median"":60971250,""min"":55310000,""q1"":59752521,""q3"":61871521},""q"":108.0,""target_size"":27.0},{""B"":644.0,""K"":6400.0,""M"":483.0,""N"":79796.0,""process_wall_time_ns"":{""count"":15,""mad"":1539167,""max"":84673292,""median"":80421125,""min"":78284959,""q1"":79573771,""q3"":82405249.5},""q"":160.0,""target_size"":40.0},{""B"":964.0,""K"":14400.0,""M"":723.0,""N"":173596.0,""process_wall_time_ns"":{""count"":15,""mad"":1417459,""max"":134836500,""median"":130668917,""min"":125642375,""q1"":129188729,""q3"":131709791.5},""q"":240.0,""target_size"":60.0},{""B"":1444.0,""K"":32400.0,""M"":1083.0,""N"":381796.0,""process_wall_time_ns"":{""count"":15,""mad"":2529000,""max"":252207917,""median"":241676500,""min"":236677791,""q1"":239171291.5,""q3"":244816375},""q"":360.0,""target_size"":90.0},{""B"":2164.0,""K"":72900.0,""M"":1623.0,""N"":845971.0,""process_wall_time_ns"":{""count"":15,""mad"":22386375,""max"":555664334,""median"":504660250,""min"":474303667,""q1"":479286521,""q3"":512408270.5},""q"":540.0,""target_size"":135.0}]",,184,0,0
