git_commit,rustc_version,command,seed,timestamp,input_count,component_count,input_model,unsupported_input_features,instance_name,family,parameters,component_id,status,message,exact_cover_compared,cell_count,boundary_complexity,hole_count,reflex_vertex_count,horizontal_chord_count,vertical_chord_count,total_chord_count,effective_chord_enumerator,effective_chord_enumeration_microseconds,prepared_component_build_count,prepared_component_build_microseconds,boundary_extraction_microseconds,reflex_grouping_microseconds,occupancy_bytes,horizontal_interior_run_count,vertical_interior_run_count,candidate_reflex_pair_count,emitted_chord_count,explicit_conflict_edge_count,edge_density_numerator,edge_density_denominator,biclique_count,biclique_total_vertex_occurrences,biclique_size_per_chord_numerator,biclique_size_per_chord_denominator,biclique_size_per_edge_numerator,biclique_size_per_edge_denominator,c0_network_vertex_count,c0_network_arc_count,compressed_network_vertex_count,compressed_network_arc_count,maximum_matching_size,minimum_vertex_cover_size,output_rectangle_count,completion_backend,conflict_representation,path_tree_orientation,path_tree_orientation_policy,dual_region_count,dual_tree_vertex_count,path_count,path_edge_incidence_count,total_path_length_metric,dual_tree_max_depth,dual_tree_max_branching_degree,heavy_chain_count,heavy_chain_interval_count,tree_edge_occurrences,theoretical_path_occurrence_bound,theoretical_tree_edge_occurrence_bound,canonical_segment_node_count,path_tree_sigma,four_d_sigma,selected_chord_cut_materialization_microseconds,horizontal_simple_chord_completion_microseconds,vertical_simple_chord_completion_microseconds,rectangle_recovery_microseconds,final_output_validation_microseconds,completion_candidate_queries,completion_full_grid_scans,completion_added_horizontal_unit_cuts,completion_added_vertical_unit_cuts,completion_stale_candidates,rectangle_recovery_queue_pushes,rectangle_recovery_region_count,rectangle_recovery_allocations,c0_phase_microseconds,compressed_phase_microseconds,compact_only_phase_microseconds,peak_memory_bytes,owned_allocation_estimates,region_dual_backend,region_dual_construction_microseconds,dual_tree_edge_count,dual_allocated_bytes,dual_unit_cut_count,dual_area_cell_visits,dual_interval_count,dual_maximum_nesting_depth,hld_interval_count,explicit_path_records_materialized
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),"/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite clean-complete-bipartite-compact --sizes 1,2,4,8,16,32,64,128 --output results/v0.7-clean-complete-bipartite-compact.csv",,1784994935,8,8,finite-colored-unit-grid-clean-complete-bipartite-compact,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,clean-complete-bipartite-t1,clean-complete-bipartite-compact,"{""t"":1}",0,verified,,false,431,20,0,8,2,2,4,prepared-path-tree-input,1,1,6,96,2,441,,,,,,,,1,4,4,4,,,0,0,7,8,2,2,7,,path-tree,vertical-tree-horizontal-paths,build-both,3,3,2,4,4,2,2,1,2,2,24,24,1,4,,0,24,12,6,5,2008,2,30,0,0,431,7,3,{},{},{},,{},boundary-laminar,18,2,88,0,0,2,0,1,0
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),"/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite clean-complete-bipartite-compact --sizes 1,2,4,8,16,32,64,128 --output results/v0.7-clean-complete-bipartite-compact.csv",,1784994935,8,8,finite-colored-unit-grid-clean-complete-bipartite-compact,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,clean-complete-bipartite-t2,clean-complete-bipartite-compact,"{""t"":2}",0,verified,,false,756,36,0,16,4,4,8,prepared-path-tree-input,0,1,3,143,0,784,,,,,,,,1,8,8,8,,,0,0,11,16,4,4,13,,path-tree,vertical-tree-horizontal-paths,build-both,5,5,4,16,16,4,2,1,4,4,64,64,1,8,,0,28,20,7,5,3524,2,68,0,0,756,13,3,{},{},{},,{},boundary-laminar,7,4,152,0,0,4,0,1,0
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),"/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite clean-complete-bipartite-compact --sizes 1,2,4,8,16,32,64,128 --output results/v0.7-clean-complete-bipartite-compact.csv",,1784994935,8,8,finite-colored-unit-grid-clean-complete-bipartite-compact,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,clean-complete-bipartite-t4,clean-complete-bipartite-compact,"{""t"":4}",0,verified,,false,1676,68,0,32,8,8,16,prepared-path-tree-input,1,1,8,324,2,1764,,,,,,,,1,16,16,16,,,0,0,19,32,8,8,25,,path-tree,vertical-tree-horizontal-paths,build-both,9,9,8,64,64,8,2,1,8,8,160,160,1,16,,0,67,48,14,14,7780,2,168,0,0,1676,25,3,{},{},{},,{},boundary-laminar,12,8,280,0,0,8,0,1,0
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),"/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite clean-complete-bipartite-compact --sizes 1,2,4,8,16,32,64,128 --output results/v0.7-clean-complete-bipartite-compact.csv",,1784994935,8,8,finite-colored-unit-grid-clean-complete-bipartite-compact,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,clean-complete-bipartite-t8,clean-complete-bipartite-compact,"{""t"":8}",0,verified,,false,4596,132,0,64,16,16,32,prepared-path-tree-input,4,1,23,791,4,4900,,,,,,,,1,32,32,32,,,0,0,35,64,16,16,49,,path-tree,vertical-tree-horizontal-paths,build-both,17,17,16,256,256,16,2,1,16,16,384,384,1,32,,0,179,133,33,30,21188,2,464,0,0,4596,49,3,{},{},{},,{},boundary-laminar,22,16,536,0,0,16,0,1,0
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),"/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite clean-complete-bipartite-compact --sizes 1,2,4,8,16,32,64,128 --output results/v0.7-clean-complete-bipartite-compact.csv",,1784994935,8,8,finite-colored-unit-grid-clean-complete-bipartite-compact,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,clean-complete-bipartite-t16,clean-complete-bipartite-compact,"{""t"":16}",0,verified,,false,14756,260,0,128,32,32,64,prepared-path-tree-input,5,1,60,2527,7,15876,,,,,,,,1,64,64,64,,,0,0,67,128,32,32,97,,path-tree,vertical-tree-horizontal-paths,build-both,33,33,32,1024,1024,32,2,1,32,32,896,896,1,64,,2,557,428,98,86,67588,2,1440,0,0,14756,97,3,{},{},{},,{},boundary-laminar,46,32,1048,0,0,32,0,1,0
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),"/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite clean-complete-bipartite-compact --sizes 1,2,4,8,16,32,64,128 --output results/v0.7-clean-complete-bipartite-compact.csv",,1784994935,8,8,finite-colored-unit-grid-clean-complete-bipartite-compact,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,clean-complete-bipartite-t32,clean-complete-bipartite-compact,"{""t"":32}",0,verified,,false,52356,516,0,256,64,64,128,prepared-path-tree-input,13,1,220,8976,16,56644,,,,,,,,1,128,128,128,,,0,0,131,256,64,64,193,,path-tree,vertical-tree-horizontal-paths,build-both,65,65,64,4096,4096,64,2,1,64,64,2048,2048,1,128,,7,1934,1495,355,274,238724,2,4928,0,0,52356,193,3,{},{},{},,{},boundary-laminar,116,64,2072,0,0,64,0,1,0
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),"/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite clean-complete-bipartite-compact --sizes 1,2,4,8,16,32,64,128 --output results/v0.7-clean-complete-bipartite-compact.csv",,1784994935,8,8,finite-colored-unit-grid-clean-complete-bipartite-compact,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,clean-complete-bipartite-t64,clean-complete-bipartite-compact,"{""t"":64}",0,verified,,false,196676,1028,0,512,128,128,256,prepared-path-tree-input,39,1,628,34916,38,213444,,,,,,,,1,256,256,256,,,0,0,259,512,128,128,385,,path-tree,vertical-tree-horizontal-paths,build-both,129,129,128,16384,16384,128,2,1,128,128,4608,4608,1,256,,30,7298,5624,1327,1081,894340,2,18048,0,0,196676,385,3,{},{},{},,{},boundary-laminar,383,128,4120,0,0,128,0,1,0
bd945f504bfa5c7d95c55fe0783f573d24911dd6,rustc 1.89.0 (29483883e 2025-08-04),"/Users/kcn/Desktop/algorithm/target/release/rect-cli benchmark --suite clean-complete-bipartite-compact --sizes 1,2,4,8,16,32,64,128 --output results/v0.7-clean-complete-bipartite-compact.csv",,1784994935,8,8,finite-colored-unit-grid-clean-complete-bipartite-compact,ornaments;isolated-formal-boundary-points;line-segment-holes;point-holes;degenerate-formal-holes;general-polygon-input,clean-complete-bipartite-t128,clean-complete-bipartite-compact,"{""t"":128}",0,verified,,false,761796,2052,0,1024,256,256,512,prepared-path-tree-input,127,1,3669,152981,72,828100,,,,,,,,1,512,512,512,,,0,0,515,1024,256,256,769,,path-tree,vertical-tree-horizontal-paths,build-both,257,257,256,65536,65536,256,2,1,256,256,10240,10240,1,512,,112,28304,21812,5854,4892,3458948,2,68864,0,0,761796,769,3,{},{},{},,{},boundary-laminar,1390,256,8216,0,0,256,0,1,0
