schema_version,campaign,family,algorithm,solver_provenance,seed,target_size,generation_attempts,pair_id,repetition,warmup,measured,execution_order,timeout_seconds,state,outcome,exit_status,correctness,message,invalid_reason,process_wall_time_ns,process_startup_overhead_ns,size_width,size_height,size_foreground_cells_n,size_component_count,size_boundary_size_b,size_reflex_count,size_horizontal_chord_count_h,size_vertical_chord_count_v,size_q,size_explicit_conflict_edge_count_k,size_biclique_count,size_biclique_total_vertex_occurrences_sigma,size_compressed_network_node_count,size_compressed_network_arc_count,size_optimum_rectangle_count,structure_rank_sort_count,structure_rank_map_entry_count,structure_rank_map_owned_bytes,structure_matching_size,structure_vertex_cover_size,structure_c0_network_node_count,structure_c0_network_arc_count,timing_input_loading_ns,timing_instance_generation_ns,timing_geometry_preprocessing_ns,timing_chord_generation_ns,timing_embedding_ns,timing_explicit_conflict_graph_ns,timing_biclique_construction_ns,timing_network_construction_ns,timing_matching_or_flow_ns,timing_vertex_cover_recovery_ns,timing_chord_selection_ns,timing_geometric_completion_ns,timing_rectangle_recovery_ns,timing_verification_ns,timing_total_in_process_solve_ns,paired_width,paired_height,paired_foreground_cells_n,paired_component_count,paired_boundary_size_b,paired_reflex_count,paired_horizontal_chord_count_h,paired_vertical_chord_count_v,paired_q,paired_explicit_conflict_edge_count_k,paired_biclique_count,paired_biclique_total_vertex_occurrences_sigma,paired_compressed_network_node_count,paired_compressed_network_arc_count,paired_optimum_rectangle_count
1,paper-scaling,sparse-conflict,compact-mrd,dominance::biclique::experiment::construct + compressed flow construction/execution/cover recovery + indexed completion,424242,60,1,sparse-conflict:424242:60:1,1,False,True,2,60.0,success,success,0,valid,,,39700792,39352501,121,5,485,1,244,120,58,0,58,,0,0,60,58,63,0,0,0,0,0,,,0,6875,215125,13250,4584,,10459,4333,8917,458,125,58042,9666,11709,348291,,,,,244,120,,,58,0,0,0,60,58,
1,paper-scaling,sparse-conflict,exact-cover-oracle,exact-cover-oracle::solve (bitset branch-and-bound; predeclared cell limit),424242,60,1,sparse-conflict:424242:60:1,1,False,True,3,60.0,unsupported,unsupported,0,unsupported,foreground cell count 485 exceeds oracle limit 40,,44228417,,121,5,485,1,244,120,,,,,,,,,,,,,,,,,0,5833,,,,,,,,,,,,,,,,,,244,120,,,58,0,0,0,60,58,
1,paper-scaling,sparse-conflict,explicit-hopcroft-karp,sg-oracle::grid::build_conflict_graph + Hopcroft-Karp + Konig cover + indexed completion,424242,60,1,sparse-conflict:424242:60:2,2,False,True,0,60.0,success,success,0,valid,,,42747083,42408874,121,5,485,1,244,120,58,0,58,0,0,0,,,63,,,,0,0,,,0,7084,222000,11041,,2500,,,5084,1958,166,61375,8792,13167,338209,,,,,244,120,,,58,0,0,0,60,58,
1,paper-scaling,sparse-conflict,explicit-c0-flow,DominanceEmbedding::explicit_graph + C0 edge bicliques + explicit flow construction/execution/cover recovery + indexed completion,424242,60,1,sparse-conflict:424242:60:2,2,False,True,1,60.0,success,success,0,valid,,,41343750,40999042,121,5,485,1,244,120,58,0,58,0,0,0,60,58,63,0,0,0,0,0,60,58,0,6959,212083,14417,3375,1583,5167,4417,9834,292,250,59541,8084,12499,344708,,,,,244,120,,,58,0,0,0,60,58,
1,paper-scaling,sparse-conflict,compact-mrd,dominance::biclique::experiment::construct + compressed flow construction/execution/cover recovery + indexed completion,424242,60,1,sparse-conflict:424242:60:2,2,False,True,2,60.0,success,success,0,valid,,,41882833,41516250,121,5,485,1,244,120,58,0,58,,0,0,60,58,63,0,0,0,0,0,,,0,6083,228625,11083,4084,,10666,3500,9667,500,125,62583,9333,12418,366583,,,,,244,120,,,58,0,0,0,60,58,
1,paper-scaling,sparse-conflict,exact-cover-oracle,exact-cover-oracle::solve (bitset branch-and-bound; predeclared cell limit),424242,60,1,sparse-conflict:424242:60:2,2,False,True,3,60.0,unsupported,unsupported,0,unsupported,foreground cell count 485 exceeds oracle limit 40,,39017250,,121,5,485,1,244,120,,,,,,,,,,,,,,,,,0,5833,,,,,,,,,,,,,,,,,,244,120,,,58,0,0,0,60,58,
1,paper-scaling,sparse-conflict,explicit-hopcroft-karp,sg-oracle::grid::build_conflict_graph + Hopcroft-Karp + Konig cover + indexed completion,424242,60,1,sparse-conflict:424242:60:3,3,False,True,0,60.0,success,success,0,valid,,,40237708,39917250,121,5,485,1,244,120,58,0,58,0,0,0,,,63,,,,0,0,,,0,6500,212958,9833,,2292,,,4292,1750,125,57875,7959,11750,320458,,,,,244,120,,,58,0,0,0,60,58,
1,paper-scaling,sparse-conflict,explicit-c0-flow,DominanceEmbedding::explicit_graph + C0 edge bicliques + explicit flow construction/execution/cover recovery + indexed completion,424242,60,1,sparse-conflict:424242:60:3,3,False,True,1,60.0,success,success,0,valid,,,40485459,40142126,121,5,485,1,244,120,58,0,58,0,0,0,60,58,63,0,0,0,0,0,60,58,0,9958,219583,11916,4625,1417,4291,2875,8917,291,84,56458,7209,12375,343333,,,,,244,120,,,58,0,0,0,60,58,
1,paper-scaling,sparse-conflict,compact-mrd,dominance::biclique::experiment::construct + compressed flow construction/execution/cover recovery + indexed completion,424242,60,1,sparse-conflict:424242:60:3,3,False,True,2,60.0,success,success,0,valid,,,40552666,40177541,121,5,485,1,244,120,58,0,58,,0,0,60,58,63,0,0,0,0,0,,,0,6125,228625,12917,5042,,13584,5500,11333,334,250,62834,8541,12792,375125,,,,,244,120,,,58,0,0,0,60,58,
1,paper-scaling,sparse-conflict,exact-cover-oracle,exact-cover-oracle::solve (bitset branch-and-bound; predeclared cell limit),424242,60,1,sparse-conflict:424242:60:3,3,False,True,3,60.0,unsupported,unsupported,0,unsupported,foreground cell count 485 exceeds oracle limit 40,,45466375,,121,5,485,1,244,120,,,,,,,,,,,,,,,,,0,7667,,,,,,,,,,,,,,,,,,244,120,,,58,0,0,0,60,58,
1,paper-scaling,sparse-conflict,explicit-hopcroft-karp,sg-oracle::grid::build_conflict_graph + Hopcroft-Karp + Konig cover + indexed completion,424242,60,1,sparse-conflict:424242:60:4,4,False,True,0,60.0,success,success,0,valid,,,39705625,39379083,121,5,485,1,244,120,58,0,58,0,0,0,,,63,,,,0,0,,,0,6084,216500,12583,,2250,,,2458,959,83,56459,9250,13333,326542,,,,,244,120,,,58,0,0,0,60,58,
1,paper-scaling,sparse-conflict,explicit-c0-flow,DominanceEmbedding::explicit_graph + C0 edge bicliques + explicit flow construction/execution/cover recovery + indexed completion,424242,60,1,sparse-conflict:424242:60:4,4,False,True,1,60.0,success,success,0,valid,,,38878750,38534750,121,5,485,1,244,120,58,0,58,0,0,0,60,58,63,0,0,0,0,0,60,58,0,4917,221709,10584,3250,1291,3958,2750,10250,333,125,56042,7166,13208,344000,,,,,244,120,,,58,0,0,0,60,58,
1,paper-scaling,sparse-conflict,compact-mrd,dominance::biclique::experiment::construct + compressed flow construction/execution/cover recovery + indexed completion,424242,60,1,sparse-conflict:424242:60:4,4,False,True,2,60.0,success,success,0,valid,,,43844750,43461583,121,5,485,1,244,120,58,0,58,,0,0,60,58,63,0,0,0,0,0,,,0,7500,233958,16125,3542,,11042,5083,10708,500,208,63750,8875,16250,383167,,,,,244,120,,,58,0,0,0,60,58,
