algorithm,binary_sha256,campaign,canonical_instance_identity,config_sha256,consumed_checksum,elapsed_ns,family,generator_parameter,host_architecture,host_binary_sha256,host_clock_resolution_ns,host_clock_source,host_compiler_profile,host_cpu_model,host_git_commit,host_git_dirty,host_logical_cpu_count,host_memory_pressure_note,host_operating_system,host_power_source,host_rustc_version,host_turbo_or_power_mode,iteration,matching_size,optimum_rectangle_count,order_position,point_identity,point_state,sample_identity,scope,size_biclique_count,size_biclique_total_vertex_occurrences_sigma,size_boundary_size_b,size_component_count,size_compressed_network_arc_count,size_compressed_network_node_count,size_explicit_conflict_edge_count_k,size_foreground_cells_n,size_height,size_horizontal_chord_count_h,size_optimum_rectangle_count,size_q,size_reflex_count,size_vertical_chord_count_v,size_width,source_commit,structure_biclique_count,structure_biclique_incidence_sigma,structure_compact_arc_count,structure_compact_estimated_structural_bytes,structure_compact_node_count,structure_explicit_c0_arc_count,structure_explicit_c0_node_count,structure_explicit_estimated_structural_bytes,structure_explicit_graph_edge_count,structure_explicit_graph_node_count,structure_max_rss_delta_bytes,target_size,timing_biclique_construction_ns,timing_chord_generation_ns,timing_chord_selection_ns,timing_compressed_network_construction_ns,timing_embedding_ns,timing_explicit_conflict_construction_ns,timing_explicit_network_construction_ns,timing_geometry_preprocessing_ns,timing_matching_ns,timing_max_flow_ns,timing_rectangle_completion_recovery_ns,timing_scope_a_total_ns,timing_scope_b_total_ns,timing_verification_ns,timing_vertex_cover_recovery_ns,vertex_cover_size,witness_checksum
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,6a3c547a29dd5526,49167,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,8,5,13,2,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-a:explicit-hopcroft-karp:8,solve-from-canonical-instance,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,,1292,42,,,167,,28750,333,,14791,49167,,1792,83,5,f4313ccdea34463a
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,46c69ffdc2b92c45,6958,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,8,5,13,0,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-b:explicit-c0-flow:8,representation-and-solver-kernel,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,,,,,166,209,625,,,1958,,,6958,,41,5,f4313ccdea34463a
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,46c69ffdc2b92c45,12250,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,8,5,13,1,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-b:compact-mrd:8,representation-and-solver-kernel,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,9333,,,542,125,,,,,1583,,,12250,,42,5,f4313ccdea34463a
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,46c69ffdc2b92c45,750,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,8,5,13,2,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-b:explicit-hopcroft-karp:8,representation-and-solver-kernel,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,,,,,,167,,,333,,,,750,,83,5,f4313ccdea34463a
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,6a3c547a29dd5526,50000,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,9,5,13,0,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-a:explicit-hopcroft-karp:9,solve-from-canonical-instance,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,,1250,42,,,209,,29625,375,,14750,50000,,1792,83,5,f4313ccdea34463a
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,6a3c547a29dd5526,56125,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,9,5,13,1,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-a:explicit-c0-flow:9,solve-from-canonical-instance,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,,1250,42,,125,209,583,29541,,2000,14750,56125,,1875,42,5,f4313ccdea34463a
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,6a3c547a29dd5526,62458,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,9,5,13,2,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-a:compact-mrd:9,solve-from-canonical-instance,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,9333,1250,41,583,125,,,30625,,1625,14625,62458,,1833,42,5,f4313ccdea34463a
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,46c69ffdc2b92c45,6834,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,9,5,13,0,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-b:explicit-c0-flow:9,representation-and-solver-kernel,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,,,,,125,208,583,,,1917,,,6834,,42,5,f4313ccdea34463a
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,46c69ffdc2b92c45,12292,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,9,5,13,1,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-b:compact-mrd:9,representation-and-solver-kernel,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,9334,,,583,125,,,,,1542,,,12292,,42,5,f4313ccdea34463a
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,46c69ffdc2b92c45,791,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,9,5,13,2,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-b:explicit-hopcroft-karp:9,representation-and-solver-kernel,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,,,,,,208,,,333,,,,791,,83,5,f4313ccdea34463a
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,6a3c547a29dd5526,55250,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,5,13,0,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-a:explicit-c0-flow:10,solve-from-canonical-instance,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,,1292,0,,125,208,542,31000,,1750,13375,55250,,1667,42,5,f4313ccdea34463a
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,6a3c547a29dd5526,45791,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,5,13,1,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-a:explicit-hopcroft-karp:10,solve-from-canonical-instance,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,,1125,0,,,167,,27459,291,,13333,45791,,1625,42,5,f4313ccdea34463a
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,6a3c547a29dd5526,55917,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,5,13,2,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-a:compact-mrd:10,solve-from-canonical-instance,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,8500,1084,0,542,125,,,27000,,1416,13417,55917,,1625,42,5,f4313ccdea34463a
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,46c69ffdc2b92c45,11167,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,5,13,0,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-b:compact-mrd:10,representation-and-solver-kernel,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,8542,,,500,125,,,,,1417,,,11167,,41,5,f4313ccdea34463a
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,46c69ffdc2b92c45,750,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,5,13,1,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-b:explicit-hopcroft-karp:10,representation-and-solver-kernel,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,,,,,,167,,,333,,,,750,,84,5,f4313ccdea34463a
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,46c69ffdc2b92c45,6250,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,5,13,2,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-b:explicit-c0-flow:10,representation-and-solver-kernel,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,,,,,125,167,500,,,1750,,,6250,,42,5,f4313ccdea34463a
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,6a3c547a29dd5526,44875,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,11,5,13,0,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-a:explicit-hopcroft-karp:11,solve-from-canonical-instance,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,,1083,0,,,166,,26375,292,,13500,44875,,1666,41,5,f4313ccdea34463a
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,fdae4de5184bd439,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,6a3c547a29dd5526,49375,random-connected,128,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,11,5,13,1,sha256:c9b8493e3aeca06dc41b189b206ec58175a02e02b020568d016dea6ee39b4f8e,complete,paper-kernel-scaling:random-connected:128:scope-a:explicit-c0-flow:11,solve-from-canonical-instance,12,26,48,1,41,29,14,128,23,8,13,15,22,7,23,35b03a5a56c0ccb0fb20104115b710d12c7e6900,12,26,41,1216,29,43,31,344,14,15,,128,,1083,41,,125,167,500,25541,,1791,13292,49375,,1625,84,5,f4313ccdea34463a
