family,family_name,size,boundary_complexity,hole_count,reflex_count,aligned_candidate_count,chord_count,candidate_output_ratio_numerator,candidate_output_ratio_denominator,selected_horizontal_cut_count,selected_vertical_cut_count,added_horizontal_cut_count,added_vertical_cut_count,coordinate_x_count,coordinate_y_count,coordinate_cartesian_product,sparse_subdivision_vertices,sparse_subdivision_half_edges,sparse_subdivision_junctions,sparse_subdivision_interior_faces,dense_owned_bytes_estimate,sparse_owned_bytes_estimate,cut_index_owned_bytes_estimate,completion_microseconds,recovery_microseconds,validation_microseconds,reference_microseconds,indexed_microseconds,sweep_microseconds,subdivision_input_segment_count,subdivision_reported_intersections,reference_subdivision_candidate_pair_tests,sweep_subdivision_candidate_pair_tests,reference_subdivision_recovery_microseconds,sweep_subdivision_recovery_microseconds,dense_recovery_microseconds,reference_validator_microseconds,event_validator_microseconds,dense_validator_microseconds,reference_validator_boundary_edge_scans,reference_validator_active_rectangle_resorts,event_validator_boundary_edge_scans,event_validator_active_rectangle_resorts,sparse_materialized_tree_nodes,sparse_logical_tree_nodes,geometry_backends_equal,auto_selected_backend,actual_fastest_recovery_backend,auto_time_regret_microseconds,auto_memory_regret_bytes,reference_pair_iterations,indexed_pair_iterations,sweep_event_count,sweep_status_operations,sweep_output_record_count,chord_families_equal,optimum_equal,cuts_equal,rectangles_equal,three_backend_equal,reference_boundary_edge_visits,indexed_boundary_edge_visits,reference_definition7_full_boundary_scans,indexed_definition7_full_boundary_scans,sweep_aligned_pair_iterations,sweep_all_pair_iterations,sweep_definition7_fallback_checks,sweep_full_boundary_scans,sweep_duplicate_output_count,reference_completion_candidate_rebuilds,indexed_completion_candidate_rebuilds,reference_completion_cut_pair_tests,indexed_completion_cut_pair_tests,reference_completion_full_boundary_scans,indexed_completion_full_boundary_scans,reference_completion_full_cut_scans,indexed_completion_full_cut_scans,reference_arrangement_boundary_edge_visits,indexed_arrangement_boundary_edge_visits,reference_validator_rectangle_cell_tests,indexed_validator_rectangle_cell_tests,reference_prepare_owned_bytes,indexed_prepare_owned_bytes,sweep_prepare_owned_bytes,reference_owned_allocations,indexed_owned_allocations,sweep_owned_allocations,status,message
E,sparse-path-tree,64,1028,0,512,512,256,512,256,0,128,256,0,258,258,66564,1284,3336,768,385,735301,372496,69168,1936,1157,179,1926068,5402,5649,1412,1796,36100,0,1119,1111,616,341,165,167,132098,257,0,0,258,2064,true,dense-arrangement,dense-arrangement,0,0,130816,512,3080,3080,256,true,true,true,true,true,526336,0,512,0,0,0,0,0,0,258,0,4243456,0,256,0,256,0,0,0,0,0,243192,243192,243192,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":243192,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":69168,""polygon_prepared_context"":243192,""polygon_sparse_subdivision"":372496}","{""polygon_arrangement"":0,""polygon_cut_index"":69168,""polygon_prepared_context"":243192,""polygon_sparse_subdivision"":372496}",verified,
F,4d-fallback-sparse,64,260,64,256,508,63,508,63,63,0,130,0,130,67,8710,390,1166,386,130,96993,132968,31888,575,398,51,99711,1437,1482,453,646,8966,0,390,380,94,132,49,27,16770,129,0,0,225,1352,true,dense-arrangement,dense-arrangement,0,0,32640,508,1032,1032,63,true,true,true,true,true,132080,0,508,0,0,0,0,0,0,132,0,0,0,130,0,130,0,0,0,0,0,59568,59568,59568,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":59568,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":31888,""polygon_prepared_context"":59568,""polygon_sparse_subdivision"":132968}","{""polygon_arrangement"":0,""polygon_cut_index"":31888,""polygon_prepared_context"":59568,""polygon_sparse_subdivision"":132968}",verified,
G,aligned-reflex-heavy,64,1028,0,512,32768,508,32768,508,0,254,4,0,132,132,17424,1032,2580,516,259,193249,296960,49984,769,907,127,142171,7200,5880,1286,1544,51976,0,900,876,182,102,125,47,67334,131,0,0,110,1056,true,dense-arrangement,dense-arrangement,0,0,130816,32768,3080,3080,508,true,true,true,true,true,33685504,0,32768,0,0,0,0,0,0,6,0,3556,0,4,0,4,0,0,0,0,0,203112,203112,203112,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":203112,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":49984,""polygon_prepared_context"":203112,""polygon_sparse_subdivision"":296960}","{""polygon_arrangement"":0,""polygon_cut_index"":49984,""polygon_prepared_context"":203112,""polygon_sparse_subdivision"":296960}",verified,
H,huge-coordinate,64,132,0,64,64,32,64,32,0,16,32,0,34,34,1156,164,424,96,49,13125,47248,7408,163,161,24,5005,518,529,180,228,932,0,133,146,30,21,19,4,2178,33,0,0,34,272,true,dense-arrangement,dense-arrangement,2,0,2016,64,392,392,32,true,true,true,true,true,8448,0,64,0,0,0,0,0,0,34,0,8960,0,32,0,32,0,0,0,0,0,28472,28472,28472,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":28472,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":7408,""polygon_prepared_context"":28472,""polygon_sparse_subdivision"":47248}","{""polygon_arrangement"":0,""polygon_cut_index"":7408,""polygon_prepared_context"":28472,""polygon_sparse_subdivision"":47248}",verified,
v1.3-A,range-dense-intersection-sparse,64,1028,0,512,32768,508,32768,508,0,254,4,0,132,132,17424,1032,2580,516,259,193249,296960,49984,761,892,126,141529,7323,5997,1286,1544,51976,0,864,914,180,103,128,49,67334,131,0,0,110,1056,true,dense-arrangement,dense-arrangement,0,0,130816,32768,3080,3080,508,true,true,true,true,true,33685504,0,32768,0,0,0,0,0,0,6,0,3556,0,4,0,4,0,0,0,0,0,203112,203112,203112,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":203112,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":49984,""polygon_prepared_context"":203112,""polygon_sparse_subdivision"":296960}","{""polygon_arrangement"":0,""polygon_cut_index"":49984,""polygon_prepared_context"":203112,""polygon_sparse_subdivision"":296960}",verified,
v1.3-B,intersection-dense,64,1028,0,512,512,256,512,256,0,128,256,0,258,258,66564,1284,3336,768,385,735301,372496,69168,1920,1164,184,1891411,5395,5611,1412,1796,36100,0,1143,1162,626,340,173,147,132098,257,0,0,258,2064,true,dense-arrangement,dense-arrangement,0,0,130816,512,3080,3080,256,true,true,true,true,true,526336,0,512,0,0,0,0,0,0,258,0,4243456,0,256,0,256,0,0,0,0,0,243192,243192,243192,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":243192,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":69168,""polygon_prepared_context"":243192,""polygon_sparse_subdivision"":372496}","{""polygon_arrangement"":0,""polygon_cut_index"":69168,""polygon_prepared_context"":243192,""polygon_sparse_subdivision"":372496}",verified,
v1.3-C,validator-active-heavy,64,260,64,256,16384,126,16384,126,126,0,4,0,130,4,520,264,788,260,67,6525,95136,17664,133,249,26,8040,1710,1067,390,520,776,0,222,232,26,44,24,2,16770,129,0,0,98,1040,true,dense-arrangement,dense-arrangement,0,0,32640,16384,1032,1032,126,true,true,true,true,true,4259840,0,16384,0,0,0,0,0,0,6,0,0,0,4,0,4,0,0,0,0,0,56616,56616,56616,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":56616,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":17664,""polygon_prepared_context"":56616,""polygon_sparse_subdivision"":95136}","{""polygon_arrangement"":0,""polygon_cut_index"":17664,""polygon_prepared_context"":56616,""polygon_sparse_subdivision"":95136}",verified,
v1.3-D,validator-boundary-heavy,64,772,0,384,192,0,192,1,0,0,384,0,386,194,74884,1156,3080,768,385,827205,344880,69432,2169,1048,137,1378719,3827,3950,1156,1540,38596,0,1054,1027,922,369,138,179,148610,385,0,0,482,3864,true,dense-arrangement,dense-arrangement,0,0,73536,192,2312,2312,0,true,true,true,true,true,148224,0,192,0,0,0,0,0,0,386,0,0,0,384,0,384,0,0,0,0,0,228376,228376,228376,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":228376,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":69432,""polygon_prepared_context"":228376,""polygon_sparse_subdivision"":344880}","{""polygon_arrangement"":0,""polygon_cut_index"":69432,""polygon_prepared_context"":228376,""polygon_sparse_subdivision"":344880}",verified,
v1.3-E,sparse-tree-node-heavy,64,516,128,512,1020,127,1020,127,127,0,258,0,258,131,33798,774,2318,770,258,374113,264552,63128,1411,820,113,752066,3378,3536,901,1286,34310,0,796,806,269,447,105,121,66306,257,0,0,405,2688,true,dense-arrangement,dense-arrangement,0,0,130816,1020,2056,2056,127,true,true,true,true,true,526320,0,1020,0,0,0,0,0,0,260,0,0,0,258,0,258,0,0,0,0,0,118224,118224,118224,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":118224,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":63128,""polygon_prepared_context"":118224,""polygon_sparse_subdivision"":264552}","{""polygon_arrangement"":0,""polygon_cut_index"":63128,""polygon_prepared_context"":118224,""polygon_sparse_subdivision"":264552}",verified,
v1.3-F,dense-sparse-crossover,64,516,0,256,128,0,128,1,0,0,256,0,258,130,33540,772,2056,512,257,371269,238384,43896,1304,710,93,419557,2444,2581,772,1028,17540,0,686,681,392,190,90,82,66306,257,0,0,333,2584,true,dense-arrangement,dense-arrangement,0,0,32640,128,1544,1544,0,true,true,true,true,true,66048,0,128,0,0,0,0,0,0,258,0,0,0,256,0,256,0,0,0,0,0,150136,150136,150136,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":150136,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":43896,""polygon_prepared_context"":150136,""polygon_sparse_subdivision"":238384}","{""polygon_arrangement"":0,""polygon_cut_index"":43896,""polygon_prepared_context"":150136,""polygon_sparse_subdivision"":238384}",verified,
A,staircase-sparse,128,516,0,256,128,0,128,1,0,0,256,0,258,130,33540,772,2056,512,257,371269,238384,43896,1364,713,95,418956,2506,2516,772,1028,17540,0,681,675,390,191,88,82,66306,257,0,0,333,2584,true,dense-arrangement,dense-arrangement,0,0,32640,128,1544,1544,0,true,true,true,true,true,66048,0,128,0,0,0,0,0,0,258,0,0,0,256,0,256,0,0,0,0,0,150136,150136,150136,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":150136,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":43896,""polygon_prepared_context"":150136,""polygon_sparse_subdivision"":238384}","{""polygon_arrangement"":0,""polygon_cut_index"":43896,""polygon_prepared_context"":150136,""polygon_sparse_subdivision"":238384}",verified,
B,many-coordinates-few-faces,128,1028,0,512,256,0,256,1,0,0,512,0,514,258,132612,1540,4104,1024,513,1463365,475952,89864,3278,1519,191,3234567,5631,5549,1540,2052,67844,0,1520,1377,1397,596,190,310,263682,513,0,0,668,5144,true,sparse-subdivision,sparse-subdivision,0,0,130816,256,3080,3080,0,true,true,true,true,true,263168,0,256,0,0,0,0,0,0,514,0,0,0,512,0,512,0,0,0,0,0,315128,315128,315128,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":315128,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":89864,""polygon_prepared_context"":315128,""polygon_sparse_subdivision"":475952}","{""polygon_arrangement"":0,""polygon_cut_index"":89864,""polygon_prepared_context"":315128,""polygon_sparse_subdivision"":475952}",verified,
C,hole-coordinate-cross-product,128,516,128,512,65536,254,65536,254,254,0,4,0,258,4,1032,520,1556,516,131,12925,188320,33880,274,513,52,36848,6649,2727,774,1032,1544,0,461,469,55,109,50,4,66306,257,0,0,175,2072,true,dense-arrangement,dense-arrangement,0,0,130816,65536,2056,2056,254,true,true,true,true,true,33816576,0,65536,0,0,0,0,0,0,6,0,0,0,4,0,4,0,0,0,0,0,112424,112424,112424,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":112424,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":33880,""polygon_prepared_context"":112424,""polygon_sparse_subdivision"":188320}","{""polygon_arrangement"":0,""polygon_cut_index"":33880,""polygon_prepared_context"":112424,""polygon_sparse_subdivision"":188320}",verified,
D,completion-heavy,128,2052,0,1024,1024,512,1024,512,0,256,512,0,514,514,264196,2564,6664,1536,769,2912325,744208,146032,4730,2569,392,14826350,14324,14453,2820,3588,137732,0,2427,2288,2343,1129,379,731,526338,513,0,0,514,4112,true,sparse-subdivision,sparse-subdivision,20,0,523776,1024,6152,6152,512,true,true,true,true,true,2101248,0,1024,0,0,0,0,0,0,514,0,33751040,0,512,0,512,0,0,0,0,0,501304,501304,501304,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":501304,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":146032,""polygon_prepared_context"":501304,""polygon_sparse_subdivision"":744208}","{""polygon_arrangement"":0,""polygon_cut_index"":146032,""polygon_prepared_context"":501304,""polygon_sparse_subdivision"":744208}",verified,
E,sparse-path-tree,128,2052,0,1024,1024,512,1024,512,0,256,512,0,514,514,264196,2564,6664,1536,769,2912325,744208,146032,4713,2353,374,14866557,13973,14397,2820,3588,137732,0,2389,2285,2321,1107,358,725,526338,513,0,0,514,4112,true,sparse-subdivision,sparse-subdivision,48,0,523776,1024,6152,6152,512,true,true,true,true,true,2101248,0,1024,0,0,0,0,0,0,514,0,33751040,0,512,0,512,0,0,0,0,0,501304,501304,501304,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":501304,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":146032,""polygon_prepared_context"":501304,""polygon_sparse_subdivision"":744208}","{""polygon_arrangement"":0,""polygon_cut_index"":146032,""polygon_prepared_context"":501304,""polygon_sparse_subdivision"":744208}",verified,
F,4d-fallback-sparse,128,516,128,512,1020,127,1020,127,127,0,258,0,258,131,33798,774,2318,770,258,374113,264552,63128,1432,817,116,755403,3391,3471,901,1286,34310,0,826,786,285,442,104,82,66306,257,0,0,405,2688,true,dense-arrangement,dense-arrangement,0,0,130816,1020,2056,2056,127,true,true,true,true,true,526320,0,1020,0,0,0,0,0,0,260,0,0,0,258,0,258,0,0,0,0,0,118224,118224,118224,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":118224,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":63128,""polygon_prepared_context"":118224,""polygon_sparse_subdivision"":264552}","{""polygon_arrangement"":0,""polygon_cut_index"":63128,""polygon_prepared_context"":118224,""polygon_sparse_subdivision"":264552}",verified,
G,aligned-reflex-heavy,128,2052,0,1024,131072,1020,131072,1020,0,510,4,0,260,260,67600,2056,5140,1028,515,746721,591872,107392,1680,1822,257,918572,24452,16339,2566,3080,202248,0,1802,1785,584,281,268,246,265734,259,0,0,208,2080,true,dense-arrangement,dense-arrangement,15,0,523776,131072,6152,6152,1020,true,true,true,true,true,268959744,0,131072,0,0,0,0,0,0,6,0,7140,0,4,0,4,0,0,0,0,0,405352,405352,405352,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":405352,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":107392,""polygon_prepared_context"":405352,""polygon_sparse_subdivision"":591872}","{""polygon_arrangement"":0,""polygon_cut_index"":107392,""polygon_prepared_context"":405352,""polygon_sparse_subdivision"":591872}",verified,
H,huge-coordinate,128,132,0,64,64,32,64,32,0,16,32,0,34,34,1156,164,424,96,49,13125,47248,7408,162,166,22,4997,510,534,180,228,932,0,128,145,29,22,18,4,2178,33,0,0,34,272,true,dense-arrangement,dense-arrangement,0,0,2016,64,392,392,32,true,true,true,true,true,8448,0,64,0,0,0,0,0,0,34,0,8960,0,32,0,32,0,0,0,0,0,28472,28472,28472,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":28472,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":7408,""polygon_prepared_context"":28472,""polygon_sparse_subdivision"":47248}","{""polygon_arrangement"":0,""polygon_cut_index"":7408,""polygon_prepared_context"":28472,""polygon_sparse_subdivision"":47248}",verified,
v1.3-A,range-dense-intersection-sparse,128,2052,0,1024,131072,1020,131072,1020,0,510,4,0,260,260,67600,2056,5140,1028,515,746721,591872,107392,1680,1845,254,918606,24683,16493,2566,3080,202248,0,1829,1785,585,285,273,248,265734,259,0,0,208,2080,true,dense-arrangement,dense-arrangement,9,0,523776,131072,6152,6152,1020,true,true,true,true,true,268959744,0,131072,0,0,0,0,0,0,6,0,7140,0,4,0,4,0,0,0,0,0,405352,405352,405352,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":405352,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":107392,""polygon_prepared_context"":405352,""polygon_sparse_subdivision"":591872}","{""polygon_arrangement"":0,""polygon_cut_index"":107392,""polygon_prepared_context"":405352,""polygon_sparse_subdivision"":591872}",verified,
v1.3-B,intersection-dense,128,2052,0,1024,1024,512,1024,512,0,256,512,0,514,514,264196,2564,6664,1536,769,2912325,744208,146032,4751,2326,377,14797871,13990,14499,2820,3588,137732,0,2363,2309,2389,1118,357,736,526338,513,0,0,514,4112,true,sparse-subdivision,sparse-subdivision,33,0,523776,1024,6152,6152,512,true,true,true,true,true,2101248,0,1024,0,0,0,0,0,0,514,0,33751040,0,512,0,512,0,0,0,0,0,501304,501304,501304,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":501304,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":146032,""polygon_prepared_context"":501304,""polygon_sparse_subdivision"":744208}","{""polygon_arrangement"":0,""polygon_cut_index"":146032,""polygon_prepared_context"":501304,""polygon_sparse_subdivision"":744208}",verified,
v1.3-C,validator-active-heavy,128,516,128,512,65536,254,65536,254,254,0,4,0,258,4,1032,520,1556,516,131,12925,188320,33880,268,503,50,36852,6532,2838,774,1032,1544,0,476,512,54,118,54,4,66306,257,0,0,175,2072,true,dense-arrangement,dense-arrangement,0,0,130816,65536,2056,2056,254,true,true,true,true,true,33816576,0,65536,0,0,0,0,0,0,6,0,0,0,4,0,4,0,0,0,0,0,112424,112424,112424,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":112424,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":33880,""polygon_prepared_context"":112424,""polygon_sparse_subdivision"":188320}","{""polygon_arrangement"":0,""polygon_cut_index"":33880,""polygon_prepared_context"":112424,""polygon_sparse_subdivision"":188320}",verified,
v1.3-D,validator-boundary-heavy,128,1540,0,768,384,0,384,1,0,0,768,0,770,386,297220,2308,6152,1536,769,3276357,688944,141944,5636,2219,290,10730209,9151,9384,2308,3076,150916,0,2291,2112,3447,1155,290,846,592130,769,0,0,966,7704,true,sparse-subdivision,sparse-subdivision,0,0,294528,384,4616,4616,0,true,true,true,true,true,591360,0,384,0,0,0,0,0,0,770,0,0,0,768,0,768,0,0,0,0,0,479896,479896,479896,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":479896,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":141944,""polygon_prepared_context"":479896,""polygon_sparse_subdivision"":688944}","{""polygon_arrangement"":0,""polygon_cut_index"":141944,""polygon_prepared_context"":479896,""polygon_sparse_subdivision"":688944}",verified,
v1.3-E,sparse-tree-node-heavy,128,1028,256,1024,2044,255,2044,255,255,0,514,0,514,259,133126,1542,4622,1538,514,1469025,527720,131704,3906,1630,231,5845719,8698,8873,1797,2566,134150,0,1725,1575,859,1619,220,307,263682,513,0,0,838,5344,true,dense-arrangement,dense-arrangement,0,1696,523776,2044,4104,4104,255,true,true,true,true,true,2101232,0,2044,0,0,0,0,0,0,516,0,0,0,514,0,514,0,0,0,0,0,235504,235504,235504,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":235504,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":131704,""polygon_prepared_context"":235504,""polygon_sparse_subdivision"":527720}","{""polygon_arrangement"":0,""polygon_cut_index"":131704,""polygon_prepared_context"":235504,""polygon_sparse_subdivision"":527720}",verified,
v1.3-F,dense-sparse-crossover,128,1028,0,512,256,0,256,1,0,0,512,0,514,258,132612,1540,4104,1024,513,1463365,475952,89864,3401,1384,188,3232056,5626,5607,1540,2052,67844,0,1464,1389,1397,565,182,317,263682,513,0,0,668,5144,true,sparse-subdivision,sparse-subdivision,0,0,130816,256,3080,3080,0,true,true,true,true,true,263168,0,256,0,0,0,0,0,0,514,0,0,0,512,0,512,0,0,0,0,0,315128,315128,315128,"{""polygon_arrangement"":0,""polygon_cut_index"":0,""polygon_prepared_context"":315128,""polygon_sparse_subdivision"":0}","{""polygon_arrangement"":0,""polygon_cut_index"":89864,""polygon_prepared_context"":315128,""polygon_sparse_subdivision"":475952}","{""polygon_arrangement"":0,""polygon_cut_index"":89864,""polygon_prepared_context"":315128,""polygon_sparse_subdivision"":475952}",verified,
